road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
32,0.05,1.762878787878788,0,0,1.762878787878788,1.762878787878788,1
32,0.1,1.7465400378310214,0,0,1.7465400378310214,1.7465400378310214,1
32,0.15,1.3700787815126054,0,0,1.3700787815126054,1.3700787815126054,1
32,0.2,1.054383270321361,0,0,1.054383270321361,1.054383270321361,1
32,0.25,0.5036951864919355,0,0,0.5036951864919355,0.5036951864919355,1
32,0.3,0.02989758403361344,0,0,0.02989758403361344,0.02989758403361344,1
32,0.35,0.00465880446525027,0,0,0.00465880446525027,0.00465880446525027,1
32,0.4,0.0013980781348456206,0,0,0.0013980781348456206,0.0013980781348456206,1
32,0.45,0.001078129375525063,0,0,0.001078129375525063,0.001078129375525063,1
32,0.5,0.0012144027217741934,0,0,0.0012144027217741934,0.0012144027217741934,1
32,0.55,0.000991063244729606,0,0,0.000991063244729606,0.000991063244729606,1
32,0.6,0.0010790800252047888,0,0,0.0010790800252047888,0.0010790800252047888,1
32,0.65,0.0010323768902675454,0,0,0.0010323768902675454,0.0010323768902675454,1
32,0.7,0.0011329882988298829,0,0,0.0011329882988298829,0.0011329882988298829,1
32,0.75,0.0012296286962365593,0,0,0.0012296286962365593,0.0012296286962365593,1
32,0.8,0.00015162255828607435,0,0,0.00015162255828607435,0.00015162255828607435,1
32,0.85,0.0008135656041512231,0,0,0.0008135656041512231,0.0008135656041512231,1
32,0.9,0.000654578549425931,0,0,0.000654578549425931,0.000654578549425931,1
32,0.95,0.00029347393553521694,0,0,0.00029347393553521694,0.00029347393553521694,1
64,0.05,1.878582506203474,0,0,1.878582506203474,1.878582506203474,1
64,0.1,1.8294548697270472,0,0,1.8294548697270472,1.8294548697270472,1
64,0.15,1.2515683133526252,0,0,1.2515683133526252,1.2515683133526252,1
64,0.2,0.15964728682170543,0,0,0.15964728682170543,0.15964728682170543,1
64,0.25,0.06896391369047619,0,0,0.06896391369047619,0.06896391369047619,1
64,0.3,0.14835675899131873,0,0,0.14835675899131873,0.14835675899131873,1
64,0.35,0.02753809355067328,0,0,0.02753809355067328,0.02753809355067328,1
64,0.4,0.002719539606262595,0,0,0.002719539606262595,0.002719539606262595,1
64,0.45,0.001884387487942676,0,0,0.001884387487942676,0.001884387487942676,1
64,0.5,0.031081814236111116,0,0,0.031081814236111116,0.031081814236111116,1
64,0.55,0.02706102029312289,0,0,0.02706102029312289,0.02706102029312289,1
64,0.6,0.020869289995866062,0,0,0.020869289995866062,0.020869289995866062,1
64,0.65,0.007937851759992367,0,0,0.007937851759992367,0.007937851759992367,1
64,0.7,0.001860217911241031,0,0,0.001860217911241031,0.001860217911241031,1
64,0.75,0.013778315145502646,0,0,0.013778315145502646,0.013778315145502646,1
64,0.8,0.004915904510928539,0,0,0.004915904510928539,0.004915904510928539,1
64,0.85,0.006920685001459002,0,0,0.006920685001459002,0.006920685001459002,1
64,0.9,0.0007487943506717189,0,0,0.0007487943506717189,0.0007487943506717189,1
64,0.95,0.003342226355981985,0,0,0.003342226355981985,0.003342226355981985,1
