road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
32,0.1,1.714501891551072,0,0,1.714501891551072,1.714501891551072,1
32,0.2,0.9261302772526779,0,0,0.9261302772526779,0.9261302772526779,1
32,0.3,0.03851890756302521,0,0,0.03851890756302521,0.03851890756302521,1
32,0.4,0.009335617517328292,0,0,0.009335617517328292,0.009335617517328292,1
32,0.5,0.0003291960685483871,0,0,0.0003291960685483871,0.0003291960685483871,1
32,0.6,0.00015884268010922073,0,0,0.00015884268010922073,0.00015884268010922073,1
32,0.7,0.0,0,0,0.0,0.0,1
32,0.8,0.0006714713295526149,0,0,0.0006714713295526149,0.0006714713295526149,1
32,0.9,0.000679956594791375,0,0,0.000679956594791375,0.000679956594791375,1
128,0.1,1.2517879114118733,0,0,1.2517879114118733,1.2517879114118733,1
128,0.2,1.0294082589972315,0,0,1.0294082589972315,1.0294082589972315,1
128,0.3,0.3564883881882498,0,0,0.3564883881882498,0.3564883881882498,1
128,0.4,0.11693565441402645,0,0,0.11693565441402645,0.11693565441402645,1
128,0.5,0.02661363496555118,0,0,0.02661363496555118,0.02661363496555118,1
128,0.6,0.006610767929461218,0,0,0.006610767929461218,0.006610767929461218,1
128,0.7,0.024462826258897973,0,0,0.024462826258897973,0.024462826258897973,1
128,0.8,0.04063881733246184,0,0,0.04063881733246184,0.04063881733246184,1
128,0.9,0.012159304511278194,0,0,0.012159304511278194,0.012159304511278194,1
