road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
32,0.05,1.8125,0.0,0.0,1.8125,1.8125,10,1.0
32,0.1,1.8125,0.0,0.0,1.8125,1.8125,10,1.0
32,0.15,1.8125,0.0,0.0,1.8125,1.8125,10,1.0
32,0.2,1.8124964555765595,7.529736609803538e-06,2.3811117868133716e-06,1.8124910691274754,1.8125018420256436,10,2.1704151485410222e-05
32,0.25,1.8119427293346775,0.0008406513672622093,0.0002658373038683288,1.811341363573578,1.812544095095777,10,1.2486983486911871e-05
32,0.3,1.7942996323529414,0.00571103884253883,0.001805989054811442,1.7902142012765636,1.7983850634293193,10,0.8654269507746821
32,0.35,1.7222011163125674,0.005640092015055315,0.001783553698050348,1.7181664375391879,1.726235795085947,10,0.30793621516136893
32,0.4,1.5854334042218021,0.006001831874489565,0.001897945885678486,1.581139952341805,1.5897268561017992,10,0.6049368459141622
32,0.45,1.4290888406608793,0.003420377697034939,0.0010816183980671757,1.4266420498542167,1.4315356314675418,10,0.9131636182078744
32,0.5,1.292870148689516,0.0034154658347431326,0.0010800651308276554,1.2904268716174652,1.2953134257615668,10,0.7796027560001464
32,0.55,1.17918251604033,0.0019163721740492452,0.0006060100914564237,1.17781162597118,1.18055340610948,10,0.9426554182756464
32,0.6,1.0838365101869356,0.0030249606983533918,0.000956576563929027,1.0816725836610253,1.086000436712846,10,0.6499034410833483
32,0.65,1.0056864336952307,0.0019179140260789768,0.0006064976678793142,1.0043144406515832,1.0070584267388782,10,0.5756664886633931
32,0.7,0.9198440594059406,0.004154101253746691,0.0013136421592800614,0.9168723943858981,0.9228157244259831,10,0.03603850219763855
32,0.75,0.7912831821236559,0.0019150943232696892,0.0006056059995591019,0.7899132061738858,0.792653158073426,10,0.346058828515171
32,0.8,0.6379909026465028,0.0025815473648199,0.0008163569560436519,0.6361441749109429,0.6398376303820628,10,0.3969647324566144
32,0.85,0.4561528910303928,0.004375834057467762,0.0013837602284534258,0.45302260791792426,0.45928317414286135,10,0.024932762682102563
32,0.9,0.27324340170820494,0.0016212331729939856,0.0005126789444882778,0.2720836413616863,0.2744031620547236,10,0.059251236062120745
32,0.95,0.11540414842817348,0.0008541544953820188,0.0002701073679078953,0.11479312311112097,0.11601517374522599,10,0.9507126940065902
