road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked
16,0.1,0,1.5300208333333332,0,0,1.5300208333333332,1.5300208333333332,1,0
16,0.2,0,0.84204296875,0,0,0.84204296875,0.84204296875,1,0
16,0.3,0,0.061946397569444436,0,0,0.061946397569444436,0.061946397569444436,1,0
16,0.4,0,0.03333300781250001,0,0,0.03333300781250001,0.03333300781250001,1,0
16,0.5,0,0.03638867187500001,0,0,0.03638867187500001,0.03638867187500001,1,0
16,0.6,0,0.0,0,0,0.0,0.0,1,1
64,0.1,0,1.8264143920595535,0,0,1.8264143920595535,1.8264143920595535,1,0
64,0.2,0,0.554082480620155,0,0,0.554082480620155,0.554082480620155,1,0
64,0.3,0,0.0,0,0,0.0,0.0,1,1
128,0.1,0,1.8824137931034484,0,0,1.8824137931034484,1.8824137931034484,1,0
128,0.2,0,1.115185230769231,0,0,1.115185230769231,1.115185230769231,1,0
128,0.3,0,0.5200016406890894,0,0,0.5200016406890894,0.5200016406890894,1,0
128,0.4,0,0.3273478929560135,0,0,0.3273478929560135,0.3273478929560135,1,0
128,0.5,0,0.0,0,0,0.0,0.0,1,1
256,0.1,0,1.9169313725490196,0,0,1.9169313725490196,1.9169313725490196,1,0
256,0.2,0,0.8947205882352941,0,0,0.8947205882352941,0.8947205882352941,1,0
256,0.3,0,0.8181732026143791,0,0,0.8181732026143791,0.8181732026143791,1,0
256,0.4,0,0.5977549019607843,0,0,0.5977549019607843,0.5977549019607843,1,0
256,0.5,0,0.4920098039215686,0,0,0.4920098039215686,0.4920098039215686,1,0
256,0.6,0,0.3091830065359477,0,0,0.3091830065359477,0.3091830065359477,1,0
256,0.7,0,0.0,0,0,0.0,0.0,1,1
