road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked
64,0.1,0,1.832275434243176,0,0,1.832275434243176,1.832275434243176,1,0
64,0.2,0,1.0840496124031007,0,0,1.0840496124031007,1.0840496124031007,1,0
64,0.3,0,0.2337668458040513,0,0,0.2337668458040513,0.2337668458040513,1,0
64,0.4,0,0.0,0,0,0.0,0.0,1,1
128,0.1,0,1.886128078817734,0,0,1.886128078817734,1.886128078817734,1,0
128,0.2,0,1.1139692307692308,0,0,1.1139692307692308,1.1139692307692308,1,0
128,0.3,0,0.4299950779327318,0,0,0.4299950779327318,0.4299950779327318,1,0
128,0.4,0,0.0,0,0,0.0,0.0,1,1
256,0.1,0,1.916421568627451,0,0,1.916421568627451,1.916421568627451,1,0
256,0.2,0,1.130622549019608,0,0,1.130622549019608,1.130622549019608,1,0
256,0.3,0,0.8568464052287583,0,0,0.8568464052287583,0.8568464052287583,1,0
256,0.4,0,0.5485588235294118,0,0,0.5485588235294118,0.5485588235294118,1,0
256,0.5,0,0.426078431372549,0,0,0.426078431372549,0.426078431372549,1,0
256,0.6,0,0.3859624183006536,0,0,0.3859624183006536,0.3859624183006536,1,0
256,0.7,0,0.2682563025210084,0,0,0.2682563025210084,0.2682563025210084,1,0
256,0.8,0,0.18575857843137253,0,0,0.18575857843137253,0.18575857843137253,1,0
256,0.9,0,0.09105446623093683,0,0,0.09105446623093683,0.09105446623093683,1,0
