road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
32,0.05,1.7626893939393937,0,0,1.7626893939393937,1.7626893939393937,1
32,0.1,1.749936948297604,0,0,1.749936948297604,1.749936948297604,1
32,0.15,1.3731827731092439,0,0,1.3731827731092439,1.3731827731092439,1
32,0.2,1.0576205103969756,0,0,1.0576205103969756,1.0576205103969756,1
32,0.25,0.4941847278225806,0,0,0.4941847278225806,0.4941847278225806,1
32,0.3,0.032226890756302515,0,0,0.032226890756302515,0.032226890756302515,1
32,0.35,0.002761523226503421,0,0,0.002761523226503421,0.002761523226503421,1
32,0.4,0.0014177693761814746,0,0,0.0014177693761814746,0.0014177693761814746,1
32,0.45,0.0008996079529543545,0,0,0.0008996079529543545,0.0008996079529543545,1
32,0.5,0.0011403729838709675,0,0,0.0011403729838709675,0.0011403729838709675,1
32,0.55,0.0012560151237396883,0,0,0.0012560151237396883,0.0012560151237396883,1
32,0.6,0.0010790800252047888,0,0,0.0010790800252047888,0.0010790800252047888,1
32,0.65,0.0006906746801085691,0,0,0.0006906746801085691,0.0006906746801085691,1
32,0.7,0.0007425742574257426,0,0,0.0007425742574257426,0.0007425742574257426,1
32,0.75,0.00078125,0,0,0.00078125,0.00078125,1
32,0.8,0.0007512208569628229,0,0,0.0007512208569628229,0.0007512208569628229,1
32,0.85,0.0006578947368421054,0,0,0.0006578947368421054,0.0006578947368421054,1
32,0.9,0.0006510781293755251,0,0,0.0006510781293755251,0.0006510781293755251,1
32,0.95,0.0005007295397267542,0,0,0.0005007295397267542,0.0005007295397267542,1
64,0.05,1.8784429280397021,0,0,1.8784429280397021,1.8784429280397021,1
64,0.1,0.6598402605459057,0,0,0.6598402605459057,0.6598402605459057,1
64,0.15,1.3952459694088464,0,0,1.3952459694088464,1.3952459694088464,1
64,0.2,1.0308391472868217,0,0,1.0308391472868217,1.0308391472868217,1
64,0.25,0.3238157242063492,0,0,0.3238157242063492,0.3238157242063492,1
64,0.3,0.09665667631252586,0,0,0.09665667631252586,0.09665667631252586,1
64,0.35,0.06606351878100639,0,0,0.06606351878100639,0.06606351878100639,1
64,0.4,0.06707293442877073,0,0,0.06707293442877073,0.06707293442877073,1
64,0.45,0.03491714895962519,0,0,0.03491714895962519,0.03491714895962519,1
64,0.5,0.00305602058531746,0,0,0.00305602058531746,0.00305602058531746,1
64,0.55,0.027013105975197294,0,0,0.027013105975197294,0.027013105975197294,1
64,0.6,0.003898821827201323,0,0,0.003898821827201323,0.003898821827201323,1
64,0.65,0.0003016789087093389,0,0,0.0003016789087093389,0.0003016789087093389,1
64,0.7,0.010050159447249535,0,0,0.010050159447249535,0.010050159447249535,1
64,0.75,0.00228484623015873,0,0,0.00228484623015873,0.00228484623015873,1
64,0.8,0.00394367152379476,0,0,0.00394367152379476,0.00394367152379476,1
64,0.85,0.006974029763641669,0,0,0.006974029763641669,0.006974029763641669,1
64,0.9,0.0074134516017912485,0,0,0.0074134516017912485,0.0074134516017912485,1
64,0.95,0.0035710789112982184,0,0,0.0035710789112982184,0.0035710789112982184,1
