road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
32,0.1,1.7495192307692307,0,0,1.7495192307692307,1.7495192307692307,1
32,0.2,1.0869328922495274,0,0,1.0869328922495274,1.0869328922495274,1
32,0.3,0.04165966386554622,0,0,0.04165966386554622,0.04165966386554622,1
32,0.4,0.0013980781348456206,0,0,0.0013980781348456206,0.0013980781348456206,1
32,0.5,0.001501071068548387,0,0,0.001501071068548387,0.001501071068548387,1
32,0.6,0.0015227893299726947,0,0,0.0015227893299726947,0.0015227893299726947,1
32,0.7,0.0013253825382538254,0,0,0.0013253825382538254,0.0013253825382538254,1
32,0.8,0.0,0,0,0.0,0.0,1
64,0.1,1.847103753101737,0,0,1.847103753101737,1.847103753101737,1
64,0.2,0.7373139534883721,0,0,0.7373139534883721,0.7373139534883721,1
64,0.3,0.04003591360066143,0,0,0.04003591360066143,0.04003591360066143,1
64,0.4,0.007579251278871493,0,0,0.007579251278871493,0.007579251278871493,1
64,0.5,0.025930059523809522,0,0,0.025930059523809522,0.025930059523809522,1
64,0.6,0.0062829423315419585,0,0,0.0062829423315419585,0.0062829423315419585,1
64,0.7,0.013817100717512623,0,0,0.013817100717512623,0.013817100717512623,1
64,0.8,0.011675515423965277,0,0,0.011675515423965277,0.011675515423965277,1
128,0.1,1.8769686250384499,0,0,1.8769686250384499,1.8769686250384499,1
128,0.2,0.31155894340203016,0,0,0.31155894340203016,0.31155894340203016,1
128,0.3,0.057002973444068496,0,0,0.057002973444068496,0.057002973444068496,1
128,0.4,0.03259477852968318,0,0,0.03259477852968318,0.03259477852968318,1
128,0.5,0.06848163754921259,0,0,0.06848163754921259,0.06848163754921259,1
128,0.6,0.04122750807402471,0,0,0.04122750807402471,0.04122750807402471,1
128,0.7,0.018483060901660957,0,0,0.018483060901660957,0.018483060901660957,1
128,0.8,0.011810815486946825,0,0,0.011810815486946825,0.011810815486946825,1
256,0.1,1.4364181219362746,0,0,1.4364181219362746,1.4364181219362746,1
256,0.2,0.38673502604166665,0,0,0.38673502604166665,0.38673502604166665,1
256,0.3,0.22830850439133982,0,0,0.22830850439133982,0.22830850439133982,1
256,0.4,0.15124152688419118,0,0,0.15124152688419118,0.15124152688419118,1
256,0.5,0.09784715839460785,0,0,0.09784715839460785,0.09784715839460785,1
256,0.6,0.11717521318423203,0,0,0.11717521318423203,0.11717521318423203,1
256,0.7,0.09822837338060222,0,0,0.09822837338060222,0.09822837338060222,1
256,0.8,0.08017039579503678,0,0,0.08017039579503678,0.08017039579503678,1
