road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
32,0.05,1.7636073232323233,0.0004435058996647425,8.870117993294851e-05,1.763424252994645,1.7637903934700017,25,0.38399841899260506
32,0.1,1.7382156368221944,0.011570959333277231,0.0023141918666554464,1.733439379557273,1.7429918940871159,25,0.070376211104772
32,0.15,1.2209445378151262,0.4210631985834321,0.08421263971668642,1.0471381918329583,1.3947508837972942,25,5.8903938462942374e-09
32,0.2,1.0452002205419029,0.11437866005272686,0.022875732010545373,0.9979870301491502,1.0924134109346555,25,2.776555737146274e-09
32,0.25,0.4904832409274193,0.19709891250679892,0.03941978250135979,0.4091248085231734,0.5718416733316651,25,0.02270299152560417
32,0.3,0.033514810924369746,0.015475822905469146,0.0030951645810938294,0.027126705197448198,0.039902916651291295,25,0.06521494813842571
32,0.35,0.00774774936982355,0.00983693419206843,0.001967386838413686,0.003687262503855644,0.011808236235791456,25,9.375963774065284e-07
32,0.4,0.0025612003780718334,0.002841846478310042,0.0005683692956620084,0.0013881438062814829,0.0037342569498621837,25,1.7956790153362167e-07
32,0.45,0.001654088490618874,0.0013643403480452716,0.0002728680696090543,0.001090916474238532,0.002217260506999216,25,3.7297010166946744e-05
32,0.5,0.001000945060483871,0.0009363528424674863,0.00018727056849349725,0.0006144376035348803,0.0013874525174328617,25,1.8379079639247277e-06
32,0.55,0.0009388175985334554,0.0004091698018349927,8.183396036699853e-05,0.0007699206054396827,0.0011077145916272282,25,0.05048619147434911
32,0.6,0.0008823776517538332,0.0006005776814584603,0.00012011553629169207,0.0006344713691722316,0.001130283934335435,25,0.07069490171734076
32,0.65,0.0009506107018224118,0.0005292841872871542,0.00010585683745743083,0.000732132927255529,0.0011690884763892945,25,0.00016201839863277018
32,0.7,0.000812961296129613,0.00037934261349362565,7.586852269872514e-05,0.0006563763612588713,0.0009695462310003546,25,0.10181407176093447
32,0.75,0.0007746135752688172,0.00038929093375063663,7.785818675012732e-05,0.0006139221756242636,0.0009353049749133708,25,0.004093833699737314
32,0.8,0.0007167611846250788,0.00025446199788290233,5.089239957658047e-05,0.0006117244343411759,0.0008217979349089817,25,0.0009642998333295908
32,0.85,0.0006328762045959969,0.0002181366864969973,4.3627337299399465e-05,0.0005428338058961059,0.000722918603295888,25,0.0002729900332135404
32,0.9,0.0006300406048725848,0.000285960507022662,5.71921014045324e-05,0.0005120019090472864,0.0007480793006978831,25,0.17413063230232323
32,0.95,0.0004377238360525268,0.00020248607359398994,4.049721471879799e-05,0.0003541416928444585,0.000521305979260595,25,0.012341603490188735
128,0.05,1.9197604615384611,0.029141674390671356,0.005828334878134271,1.9077313695667935,1.9317895535101288,25,1.325383642931211e-06
128,0.1,1.5530762073208246,0.2732462626113895,0.054649252522277904,1.4402856936460489,1.6658667209956004,25,0.09062810846872006
128,0.15,0.6380650123051681,0.18847863312989438,0.03769572662597888,0.5602648563422872,0.715865168268049,25,0.008257494196583408
128,0.2,0.3016950169178714,0.14463989604969169,0.028927979209938337,0.24199060223567434,0.3613994316000684,25,0.0009605218661223215
128,0.25,0.21209233513779527,0.1417497694087889,0.02834995388175778,0.15358090609901465,0.2706037641765759,25,6.0910846214628024e-05
128,0.3,0.1779904388393315,0.11246695013048473,0.022493390026096946,0.13156636351833192,0.22441451416033106,25,0.0008361459949123081
128,0.35,0.10793395728974425,0.09437456901733755,0.01887491380346751,0.06897804983991478,0.14688986473957372,25,0.0006687654074654829
128,0.4,0.07362307751461089,0.03638755387561563,0.007277510775123126,0.058603033493601846,0.08864312153561993,25,0.5156718542338887
128,0.45,0.08621787423103212,0.07664413253122387,0.015328826506244776,0.05458073125334805,0.11785501720871619,25,0.0020241189003158046
128,0.5,0.06206532972440944,0.04929900076850995,0.00985980015370199,0.041715702369244156,0.08241495707957472,25,0.01653759945999288
128,0.55,0.03182191991499357,0.018153032531454154,0.003630606506290831,0.02432871636882259,0.03931512346116455,25,0.3525384411190049
128,0.6,0.02718028143743272,0.02981061488201422,0.005962122976402844,0.014875064402185513,0.039485498472679924,25,6.6296557494041445e-06
128,0.65,0.02374313836835132,0.02026182032618969,0.004052364065237938,0.01537947000291366,0.032106806733788976,25,8.915225396781783e-05
128,0.7,0.02347920511468495,0.020182163653684932,0.004036432730736986,0.015148417407608618,0.03180999282176128,25,5.1583130785221504e-05
128,0.75,0.017470287893700788,0.010664757025664762,0.0021329514051329525,0.01306809255662442,0.021872483230777156,25,0.0007532410847238927
128,0.8,0.018726056365104386,0.012168662704700425,0.002433732540940085,0.013703079274470835,0.023749033455737936,25,6.14802134470385e-05
128,0.85,0.014750533743441287,0.006718788706565853,0.0013437577413131707,0.011977154073968516,0.01752391341291406,25,6.278652629713125e-05
128,0.9,0.010697231715652768,0.002678124727176517,0.0005356249454353033,0.009591756161196757,0.011802707270108778,25,0.000399228935311755
128,0.95,0.008087531567700576,0.0019279289662200592,0.00038558579324401185,0.007291721603640061,0.008883341531761091,25,0.0001242385249376037
256,0.05,1.9501344209558826,0.01453044664164549,0.002906089328329098,1.9441365473711816,1.9561322945405837,25,0.0005264406422633507
256,0.1,1.3710455346200983,0.11513290761210872,0.023026581522421742,1.3235210061367617,1.4185700631034348,25,0.6011047238814513
256,0.15,0.6838704554738562,0.10824894476947952,0.021649788953895903,0.6391874871923602,0.7285534237553521,25,0.6982644782856198
256,0.2,0.4944092754289216,0.13366526461364775,0.02673305292272955,0.4392349659537743,0.5495835849040689,25,0.029765021166348524
256,0.25,0.30907127757352937,0.055163279449447856,0.01103265588988957,0.2863009949514494,0.33184156019560934,25,0.0019716735085112446
256,0.3,0.24324259599673204,0.04151813417727088,0.008303626835454176,0.22610475251474232,0.26038043947872175,25,0.0041762337607498205
256,0.35,0.20014390756302522,0.03614695813466661,0.007229391626933322,0.1852231765827519,0.21506463854329855,25,0.0028004838930567938
256,0.4,0.15806801470588236,0.02402980406842619,0.004805960813685238,0.14814899909527676,0.16798703031648796,25,0.005611376769964319
256,0.45,0.11915842864923747,0.01873930105535942,0.0037478602110718835,0.11142322535042332,0.12689363194805162,25,0.0006464551576684452
256,0.5,0.1002720205269608,0.010689653641747836,0.002137930728349567,0.09585954837185978,0.10468449268206181,25,0.00023268650957902236
256,0.55,0.10196700924688057,0.015870611508278742,0.0031741223016557483,0.09541594279406185,0.10851807569969929,25,0.020670945277569245
256,0.6,0.09920823120915033,0.021670929149764616,0.004334185829952923,0.09026291130888195,0.10815355110941871,25,4.45902291111009e-07
256,0.65,0.09394799325980392,0.010870920646407772,0.0021741841292815542,0.08946069776266526,0.09843528875694259,25,1.1474172686792291e-06
256,0.7,0.08867854954481792,0.007682804631487066,0.0015365609262974133,0.08550724365917887,0.09184985543045697,25,0.00619419816701832
256,0.75,0.08258380310457517,0.008179194888165016,0.0016358389776330033,0.07920759739158335,0.08596000881756698,25,5.519402293220808e-05
256,0.8,0.07568671970741421,0.008467912923555606,0.0016935825847111212,0.07219133704683066,0.07918210236799776,25,0.0037953806904604394
256,0.85,0.05791440942185698,0.003675028376950993,0.0007350056753901986,0.056397432265630716,0.059431386578083244,25,0.16872593033023228
256,0.9,0.042245191653050115,0.002308860897143676,0.0004617721794287352,0.041292140716127315,0.043198242589972916,25,0.08404117948652816
256,0.95,0.025308650187048504,0.0011877196467163609,0.00023754392934327218,0.024818383612953455,0.025798916761143553,25,0.38244964304166595
