road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
32,0.05,1.7635558712121209,0.0004963414414481603,0.0001569569452107289,1.7632008099342527,1.763910932489989,10,0.46594755195109305
32,0.1,1.7368229823455235,0.014384450272576352,0.004548762575077115,1.7265329665041902,1.7471129981868567,10,0.5140184458178002
32,0.15,1.3740210084033617,0.012262192009362818,0.003877645585590325,1.365249164666909,1.3827928521398145,10,0.10067413051220923
32,0.2,1.055483223062382,0.0031946069668238744,0.0010102234244205404,1.053197938906746,1.057768507218018,10,0.7947677941074551
32,0.25,0.40144216229838703,0.18776072107127606,0.05937515337008025,0.2671262338066993,0.5357580907900747,10,0.0006823447532194811
32,0.3,0.031946953781512605,0.011592494617463306,0.0036658686754426394,0.02365418269927757,0.04023972486374764,10,0.2995557154874907
32,0.35,0.0029413485776017285,0.0009785106012003466,0.0003094322214413786,0.002241364261450258,0.0036413328937531988,10,0.03814306225107684
32,0.4,0.0015048046628859484,0.0003531647296625913,0.00011168049349714174,0.0012521658345703087,0.0017574434912015881,10,0.5758626673294697
32,0.45,0.002294700364043685,0.0028325209109519834,0.0008957217598663244,0.00026843696903780046,0.00432096375904957,10,8.622026539911383e-06
32,0.5,0.0008596900201612903,0.0006806459965069193,0.00021523916292368755,0.00037278520602675007,0.0013465948342958303,10,0.14009245983526233
32,0.55,0.0008335242896425298,0.00015645312733378872,4.947482294311189e-05,0.0007216044645408309,0.0009454441147442287,10,0.8387537822124664
32,0.6,0.0008669397185465239,0.00046353469405771656,0.00014658254077317014,0.0005353469739871441,0.0011985324631059037,10,0.4625738921571683
32,0.65,0.0008198429623885227,0.0001787628830116016,5.652978714148812e-05,0.0006919636994917878,0.0009477222252852576,10,0.4197782927094401
32,0.7,0.0006597659765976598,0.0003156480151807719,9.981666668826444e-05,0.00043396498907658225,0.0008855669641187374,10,0.7898186216240626
32,0.75,0.0005511802755376343,0.0005272841945049955,0.00016674190288430257,0.00017398388557998673,0.000928376665495282,10,0.11107698136149312
32,0.8,0.0006021581600504095,0.00036964014450973216,0.00011689047712845373,0.00033773352994484473,0.0008665827901559744,10,0.5606613064788475
32,0.85,0.0006790214974054855,0.0003004869078446964,9.502230358503579e-05,0.0004640661127197001,0.000893976882091271,10,0.25980209033357654
32,0.9,0.0006973711845421451,0.00016958153844932248,5.3626391061527756e-05,0.0005760598598842951,0.0008186825091999951,10,0.09640555185163896
32,0.95,0.0003478578060750762,0.00016259795313790064,5.141798747970882e-05,0.00023154223739831048,0.0004641733747518419,10,0.07124078263960511
