road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked,normality_p_value
32,0.05,0,1.7572118966603656,0.0036212902597572627,0.0007242580519514526,1.7557171015086954,1.7587066918120358,25,0,0.00017542835027579656
32,0.1,0,1.6158856710775047,0.26683225971152946,0.053366451942305895,1.5057427276745887,1.7260286144804207,25,0,5.841744837845514e-08
32,0.15,0,0.7961079437093046,0.47262404352048404,0.09452480870409681,0.6010183269867554,0.9911975604318538,25,0,0.03203179026042851
32,0.2,0,0.4380537618147448,0.31792615609263564,0.06358523121852713,0.3068202945620415,0.5692872290674481,25,0,0.00899976849189086
32,0.25,0,0.22647131048387095,0.1488502970846184,0.029770059416923678,0.16502892767370145,0.28791369329404043,25,0,3.414972920273898e-05
32,0.3,0,0.07966861503102372,0.03213255027508774,0.006426510055017548,0.06640495017218499,0.09293227988986245,25,2,4.03963528463294e-08
32,0.35,0,0.10869076739223506,0.0668830273915494,0.013376605478309881,0.0810828105860858,0.13629872419838432,25,11,5.766579202515826e-05
32,0.4,0,0.11773604861639594,0.05824537763081137,0.011649075526162274,0.09369353839365345,0.14177855883913845,25,15,9.774563427325686e-05
32,0.45,0,0.1382279257400006,0.01227296260516484,0.002454592521032968,0.13316189576645776,0.14329395571354342,25,25,0.3539180676478318
32,0.5,0,0.13378647703168672,0.009058925548357607,0.0018117851096715212,0.1300471363498566,0.13752581771351685,25,25,0.11891625299175952
32,0.55,0,0.11237960382676696,0.011151443126629842,0.0022302886253259685,0.10777651434094135,0.11698269331259256,25,25,0.031699501935535244
32,0.6,0,0.09545731301022445,0.009220896905629807,0.0018441793811259613,0.09165111383813453,0.09926351218231437,25,25,0.8625364332176373
32,0.65,0,0.08353119572049014,0.009691435862826829,0.0019382871725653658,0.07953076761301044,0.08753162382796985,25,25,0.01339601546464437
32,0.7,0,0.0694059191155621,0.010186118123357778,0.0020372236246715557,0.06520129620688785,0.07361054202423635,25,25,0.7119922757358321
32,0.75,0,0.05469441861085841,0.009221143481980833,0.0018442286963961667,0.05088811765705324,0.05850071956466357,25,25,0.10938210862432199
32,0.8,0,0.04654809884542579,0.007596613757659293,0.0015193227515318587,0.04341237080389046,0.049683826886961116,25,25,0.17360865764524144
32,0.85,0,0.03682029270559598,0.003957024284697198,0.0007914048569394397,0.03518691335969324,0.03845367205149872,25,25,0.7292949699761728
32,0.9,0,0.02596121241626703,0.002592307684512171,0.0005184615369024342,0.024891160395994642,0.027031264436539415,25,25,0.009089407265139945
32,0.95,0,0.013422702059774805,0.001739093255160619,0.0003478186510321238,0.012704839646202205,0.014140564473347404,25,25,0.6173101551054733
64,0.05,0,1.8735659553349877,0.00179452865374001,0.000358905730748002,1.8728252103135368,1.8743067003564386,25,0,9.288740504559984e-06
64,0.1,0,1.8464163275434244,0.005539577572819133,0.0011079155145638266,1.8441297023065109,1.848702952780338,25,0,0.16366670262712318
64,0.15,0,1.061176578864974,0.5344639118591857,0.10689278237183715,0.8405607190793223,1.2817924386506259,25,7,3.085844916973701e-06
64,0.2,0,0.9127431603607645,0.3057435841545183,0.06114871683090366,0.7865384116480634,1.0389479090734657,25,5,1.6661191381063024e-05
64,0.25,0,0.20379900598370537,0.10090336162237572,0.020180672324475145,0.1621481454005347,0.24544986656687603,25,7,0.0659121796369536
64,0.3,0,0.23824778844239083,0.07540188647261108,0.015080377294522215,0.20712341943541857,0.2693721574493631,25,17,0.0007877480425766891
64,0.35,0,0.2338862475891802,0.04292025402488573,0.008584050804977147,0.21616963747984602,0.25160285769851437,25,23,9.753549639203127e-05
64,0.4,0,0.22403591382077542,0.017066338445264537,0.0034132676890529074,0.21699127554688774,0.2310805520946631,25,25,0.27070016800805224
64,0.45,0,0.20859096764185325,0.03257777491111952,0.0065155549822239036,0.19514352308583305,0.22203841219787346,25,24,0.0006065171558283698
64,0.5,0,0.17891519106660586,0.014007881519379302,0.0028015763038758603,0.17313302176274534,0.18469736037046638,25,25,0.3693375710214916
64,0.55,0,0.16012393747666961,0.021022591225933154,0.0042045182451866305,0.15144623831809015,0.16880163663524908,25,25,0.041579061970758634
64,0.6,0,0.1428918037309716,0.0202659276349782,0.004053185526995641,0.13452643995179378,0.15125716751014942,25,25,0.6523760739000347
64,0.65,0,0.13011875890620128,0.011202273736763677,0.0022404547473527355,0.1254946875757473,0.13474283023665526,25,25,0.22422784074260896
64,0.7,0,0.10054841037675324,0.013751378544905964,0.0027502757089811927,0.09487212029690648,0.10622470045660001,25,25,0.26387168192718174
64,0.75,0,0.09043883551959704,0.008858420423866453,0.0017716840847732905,0.0867822592853742,0.09409541175381989,25,25,0.02571208705011981
64,0.8,0,0.06652912537108023,0.010890178266031596,0.0021780356532063194,0.062033880719253164,0.0710243700229073,25,25,0.025595946346277848
64,0.85,0,0.052197063928078255,0.006960583372235241,0.0013921166744470482,0.049323876326068605,0.055070251530087905,25,25,0.28547365605147096
64,0.9,0,0.03095939150332955,0.005783167585749824,0.0011566335171499648,0.02857221725095298,0.033346565755706124,25,25,0.05928641254743169
64,0.95,0,0.01902117869538316,0.0015420050108954416,0.0003084010021790883,0.0183846703105811,0.01965768708018522,25,25,0.21981293641753638
128,0.05,0,1.9355974384236447,0.0009435732242051606,0.00018871464484103212,1.9352079505395992,1.9359869263076903,25,0,0.010334536298467017
128,0.1,0,1.676764039408867,0.3550538149296144,0.07101076298592288,1.5302050278221124,1.8233230509956215,25,0,8.383597683225185e-06
128,0.15,0,1.1223168992291799,0.4478406084682556,0.08956812169365111,0.9374573816979298,1.3071764167604298,25,8,1.0780625978330814e-05
128,0.2,0,0.9637076383292092,0.2275666807745517,0.045513336154910336,0.8697727293041972,1.0576425473542213,25,4,0.00027728616900024887
128,0.25,0,0.41621390294058386,0.1293483015282216,0.02586966030564432,0.362821548245959,0.4696062576352087,25,21,0.0006785772531965083
128,0.3,0,0.38233911849386376,0.057553131052677994,0.011510626210535599,0.3585823536145015,0.406095883373226,25,23,0.09156301567241971
128,0.35,0,0.3487430149725919,0.020542153840637307,0.0041084307681274615,0.3402636306197053,0.3572223993254785,25,25,0.3954590762989231
128,0.4,0,0.3056642585427662,0.02849523313366372,0.005699046626732744,0.29390200440720143,0.31742651267833094,25,25,0.875004317819625
128,0.45,0,0.2800583363423239,0.029593564186179356,0.005918712837235871,0.26784271343086347,0.29227395925378435,25,25,0.003783477700045729
