road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked
32,0.01,0,1.7642965299684543,0,0,1.7642965299684543,1.7642965299684543,1,0
32,0.03,0,1.761703781512605,0,0,1.761703781512605,1.761703781512605,1,0
32,0.05,0,1.7545444234404535,0,0,1.7545444234404535,1.7545444234404535,1,0
32,0.07,0,1.7584302430243026,0,0,1.7584302430243026,1.7584302430243026,1,0
32,0.09,0,1.753456582633053,0,0,1.753456582633053,1.753456582633053,1,0
32,0.11,0,1.7015978229733602,0,0,1.7015978229733602,1.7015978229733602,1,0
32,0.13,0,0.39765050896752296,0,0,0.39765050896752296,0.39765050896752296,1,0
32,0.15,0,1.4205830707834488,0,0,1.4205830707834488,1.4205830707834488,1,0
32,0.17,0,0.7328042994810972,0,0,0.7328042994810972,0.7328042994810972,1,0
32,0.19,0,0.41381163986071967,0,0,0.41381163986071967,0.41381163986071967,1,0
32,0.21,0,0.17654215421542152,0,0,0.17654215421542152,0.17654215421542152,1,0
32,0.23,0,0.10340884810299958,0,0,0.10340884810299958,0.10340884810299958,1,0
32,0.25,0,0.11524092741935484,0,0,0.11524092741935484,0.11524092741935484,1,0
32,0.27,0,0.09800326721120185,0,0,0.09800326721120185,0.09800326721120185,1,0
32,0.29,0,0.074575556762629,0,0,0.074575556762629,0.074575556762629,1,0
32,0.31,0,0.06214634146341462,0,0,0.06214634146341462,0.06214634146341462,1,0
32,0.33,0,0.060681050119331746,0,0,0.060681050119331746,0.060681050119331746,1,0
32,0.35,0,0.0,0,0,0.0,0.0,1,1
