road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked,normality_p_value
32,0.1,0,1.7222400756143668,0.005200014635545822,0.0016443890114535167,1.7185202092335887,1.7259599419951448,10,0,0.1007956409287908
32,0.2,0,0.5028628859483302,0.1829353559088857,0.05784923892456208,0.3719988157494739,0.6337269561471864,10,0,0.5515849156808855
32,0.3,0,0.09413537750708809,0.014647472230706378,0.004631937421309947,0.08365720709157984,0.10461354792259633,10,0,3.6683460743989226e-06
32,0.4,0,0.006220335512325746,0.019670428029379735,0.006220335512325745,-0.00785104102223766,0.02029171204688915,10,9,1.0036928213864587e-07
32,0.5,0,0.0,0.0,0.0,0.0,0.0,10,10,
64,0.1,0,1.5811625310173696,0.322780974128612,0.10207230636142973,1.3502589320528233,1.8120661299819159,10,0,0.006215868848086012
64,0.2,0,0.9302465736434108,0.0656881970395271,0.02077243180348352,0.8832560682492623,0.9772370790375593,10,0,0.2403836131384776
64,0.3,0,0.14200413393964448,0.15079003267297023,0.04768399516977937,0.034135442712827826,0.24987282516646114,10,5,0.0018877615295897657
64,0.4,0,0.0,0.0,0.0,0.0,0.0,10,10,
128,0.1,0,1.7988300492610836,0.2685402881777804,0.08491989541597737,1.6067278995770093,1.9909321989451578,10,0,2.485972450513867e-07
128,0.2,0,0.9700859076923077,0.14392453724859872,0.04551293488913155,0.8671284960303466,1.073043319354269,10,0,0.0035794163329294472
128,0.3,0,0.11187842493847418,0.18233090270525593,0.05765809403831651,-0.018553245486818734,0.24231009536376708,10,7,0.00016986552698692692
128,0.4,0,0.3418135958166718,0.013048907833330346,0.004126426973093672,0.3324789694824936,0.35114822215085,10,0,0.7714056321936493
128,0.5,0,0.1876267716535433,0.12993991536522922,0.04109060915236343,0.09467335583348618,0.2805801874736004,10,3,0.00031812949925079625
128,0.6,0,0.194936587366694,0.003637332226464325,0.0011502254442358646,0.1923345966391188,0.1975385780942692,10,0,0.3243680794383028
128,0.7,0,0.06984376867639304,0.07363314021886076,0.023284843436214918,0.017169793311223217,0.12251774404156286,10,5,0.0003475859366601751
128,0.8,0,0.0,0.0,0.0,0.0,0.0,10,10,
256,0.1,0,1.9129499999999997,0.008142030058076125,0.002574735976107358,1.9071255425691902,1.9187744574308092,10,0,0.6164643783731432
256,0.2,0,1.1576009803921568,0.01379355462429442,0.004361904964271848,1.1477336658335404,1.167468294950773,10,0,0.7222679371443674
256,0.3,0,0.8327209150326798,0.016725013792462114,0.005288913748191096,0.8207565609134917,0.8446852691518678,10,0,0.08215600419765157
256,0.4,0,0.33875710784313723,0.29280584084102035,0.09259333692583767,0.1292964274837906,0.5482177882024839,10,4,0.0010116171094339203
256,0.5,0,0.28761568627450984,0.15325286108023997,0.04846280989509309,0.1779851937382885,0.3972461788107312,10,2,0.00017253356033362384
256,0.6,0,0.41873643790849674,0.04310227960631523,0.013630137590138177,0.38790292452827874,0.44956995128871474,10,0,0.365230741797069
256,0.7,0,0.27138081232492994,0.014432165574673044,0.0045638514784639705,0.2610566630127204,0.2817049616371395,10,0,0.046780636804195
256,0.8,0,0.06151740196078431,0.07980346228198439,0.025236070597840908,0.004429444095586779,0.11860535982598185,10,6,0.0005924896617875155
256,0.9,0,0.04005827886710239,0.04282412450856194,0.013542177224969459,0.009423745656998089,0.0706928120772067,10,5,0.0023303803621422792
