road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked
16,0.1,1,1.6238541666666666,0,0,1.6238541666666666,1.6238541666666666,1,0
16,0.2,1,1.6236393229166666,0,0,1.6236393229166666,1.6236393229166666,1,0
16,0.3,1,1.6028146701388888,0,0,1.6028146701388888,1.6028146701388888,1,0
16,0.4,1,1.4623811848958335,0,0,1.4623811848958335,1.4623811848958335,1,0
16,0.5,1,1.2367083333333333,0,0,1.2367083333333333,1.2367083333333333,1,0
16,0.6,1,1.0523057725694445,0,0,1.0523057725694445,1.0523057725694445,1,0
16,0.7,1,0.941522507440476,0,0,0.941522507440476,0.941522507440476,1,0
16,0.8,1,0.8056193033854168,0,0,0.8056193033854168,0.8056193033854168,1,0
16,0.9,1,0.38943793402777777,0,0,0.38943793402777777,0.38943793402777777,1,0
64,0.1,1,1.9048138957816376,0,0,1.9048138957816376,1.9048138957816376,1,0
64,0.2,1,1.9046201550387596,0,0,1.9046201550387596,1.9046201550387596,1,0
64,0.3,1,1.9037122778007443,0,0,1.9037122778007443,1.9037122778007443,1,0
64,0.4,1,1.6310029452798016,0,0,1.6310029452798016,1.6310029452798016,1,0
64,0.5,1,1.3098958333333335,0,0,1.3098958333333335,1.3098958333333335,1,0
64,0.6,1,1.0972798677139313,0,0,1.0972798677139313,1.0972798677139313,1,0
64,0.7,1,0.9392257950217027,0,0,0.9392257950217027,0.9392257950217027,1,0
64,0.8,1,0.6465416214540382,0,0,0.6465416214540382,0.6465416214540382,1,0
64,0.9,1,0.27595452979676194,0,0,0.27595452979676194,0.27595452979676194,1,0
128,0.1,1,1.9520689655172416,0,0,1.9520689655172416,1.9520689655172416,1,0
128,0.2,1,1.9526646153846152,0,0,1.9526646153846152,1.9526646153846152,1,0
128,0.3,1,1.9501230516817063,0,0,1.9501230516817063,1.9501230516817063,1,0
128,0.4,1,1.6501630267609966,0,0,1.6501630267609966,1.6501630267609966,1,0
128,0.5,1,1.3226082677165354,0,0,1.3226082677165354,1.3226082677165354,1,0
128,0.6,1,1.1027235438884333,0,0,1.1027235438884333,1.1027235438884333,1,0
128,0.7,1,0.9114431358762525,0,0,0.9114431358762525,0.9114431358762525,1,0
128,0.8,1,0.5900707474623194,0,0,0.5900707474623194,0.5900707474623194,1,0
128,0.9,1,0.24906083390293915,0,0,0.24906083390293915,0.24906083390293915,1,0
256,0.1,1,1.9790196078431377,0,0,1.9790196078431377,1.9790196078431377,1,0
256,0.2,1,1.980196078431373,0,0,1.980196078431373,1.980196078431373,1,0
256,0.3,1,1.9766339869281047,0,0,1.9766339869281047,1.9766339869281047,1,0
256,0.4,1,1.6640441176470588,0,0,1.6640441176470588,1.6640441176470588,1,0
256,0.5,1,1.3335882352941175,0,0,1.3335882352941175,1.3335882352941175,1,0
256,0.6,1,1.1071405228758169,0,0,1.1071405228758169,1.1071405228758169,1,0
256,0.7,1,0.8880252100840336,0,0,0.8880252100840336,0.8880252100840336,1,0
256,0.8,1,0.5392401960784313,0,0,0.5392401960784313,0.5392401960784313,1,0
256,0.9,1,0.23254901960784313,0,0,0.23254901960784313,0.23254901960784313,1,0
