road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked,normality_p_value
8,0.05,0,1.199334831460674,0.002310421291224817,0.00046208425824496337,1.1983811364247312,1.2002885264966168,25,0,8.471461977092423e-10
8,0.06,0,1.1996934579439251,0.0015327102803738056,0.00030654205607476113,1.199060786235314,1.2003261296525363,25,0,1.2135435514289376e-10
8,0.07,0,1.2000000000000002,1.6958936828758672e-16,3.391787365751734e-17,1.2000000000000002,1.2000000000000002,25,0,
8,0.08,0,1.2,7.850462293418876e-17,1.570092458683775e-17,1.2,1.2,25,0,
8,0.09,0,1.2001043478260869,0.0008438065936765992,0.00016876131873531984,1.1997560415830906,1.2004526540690832,25,0,1.3599031164427717e-07
8,0.1,0,1.195472625698324,0.008029361555164372,0.0016058723110328743,1.1921582681454248,1.198786983251223,25,0,9.322967583505457e-07
8,0.11,0,1.192605076142132,0.009783693013906056,0.001956738602781211,1.1885665661543698,1.1966435861298943,25,0,7.58080006319452e-05
8,0.12,0,1.1815144186046511,0.011197025024034702,0.0022394050048069403,1.1768925138363275,1.1861363233729747,25,0,0.42527555904410247
8,0.13,0,1.1702137931034482,0.01447480539012684,0.002894961078025368,1.1642388870985425,1.1761886991083539,25,0,0.13834278904117572
8,0.14,0,1.1534528,0.016879584197090496,0.0033759168394180993,1.146485250090949,1.1604203499090509,25,0,0.23051290001760336
8,0.15,0,1.1171343283582091,0.03248258811243216,0.0064965176224864325,1.1037261749815683,1.13054248173485,25,0,2.8379445398007454e-07
8,0.16,0,1.096318881118881,0.013969846132824159,0.002793969226564832,1.090552412050941,1.1020853501868213,25,0,0.5281654126222775
8,0.17,0,1.0720868421052632,0.013816788288874357,0.002763357657774871,1.066383552210118,1.0777901320004084,25,0,0.3159563431957116
8,0.18,0,1.036911801242236,0.01701451038899204,0.003402902077798408,1.029888556538507,1.043935045945965,25,0,0.17522907972593477
8,0.19,0,0.9105435294117646,0.22660328826773135,0.04532065765354627,0.8170062892685745,1.0040807695549547,25,0,1.4467540577801634e-07
8,0.2,0,0.974122905027933,0.01595942006311228,0.0031918840126224563,0.967535180205398,0.980710629850468,25,0,0.546176903912204
8,0.21,0,0.9474319148936169,0.03452954501072895,0.00690590900214579,0.9331788192373542,0.9616850105498795,25,0,4.8257950871723645e-06
8,0.22,0,0.9134213197969543,0.04504216452375023,0.009008432904750046,0.8948288280823181,0.9320138115115905,25,0,3.0409185827326843e-05
8,0.23,0,0.8780893203883495,0.0105434825830364,0.00210869651660728,0.8737371846808137,0.8824414560958853,25,0,0.0015776147734803405
8,0.24,0,0.8040799999999999,0.10588455819751817,0.021176911639503634,0.7603730025275046,0.8477869974724952,25,0,4.940683186697525e-06
8,0.25,0,0.8379303571428571,0.019465210973530395,0.003893042194706079,0.829895512956846,0.8459652013288682,25,0,0.1079481760009988
8,0.26,0,0.6061281720430108,0.2631009455425445,0.052620189108508894,0.4975254394293649,0.7147309046566568,25,0,2.5151669412835527e-05
8,0.27,0,0.6546583850931676,0.20424099355207972,0.040848198710415944,0.5703518465296447,0.7389649236566906,25,0,1.94183390174667e-07
8,0.28,0,0.4525477045908184,0.32167576419803223,0.06433515283960645,0.31976647518303575,0.585328933998601,25,0,4.4958059912269375e-06
8,0.29,0,0.45036146435452784,0.279434188315334,0.055886837663066805,0.33501670048778553,0.5657062282212701,25,0,2.078845412359626e-06
8,0.3,0,0.40056461824953443,0.24795096975211212,0.049590193950422426,0.29821548828440303,0.5029137482146658,25,0,3.1442925418037293e-06
8,0.31,0,0.3147992792792793,0.22202006535376476,0.04440401307075295,0.22315390057204043,0.4064446579865182,25,0,5.901975930534174e-06
8,0.32,0,0.1781207678883072,0.1931731898941072,0.03863463797882144,0.09838279413479831,0.2578587416418161,25,0,1.0178107286113925e-05
8,0.33,0,0.21352419627749575,0.14304326176539206,0.028608652353078412,0.1544788398358611,0.27256955271913036,25,0,4.3652576494350157e-05
8,0.34,0,0.09554417077175698,0.11389619491102058,0.022779238982204117,0.04853013220140495,0.142558209342109,25,0,3.0932330807392514e-05
8,0.35,0,0.11716363636363634,0.08001307559752827,0.016002615119505653,0.0841358620362018,0.1501914106910709,25,0,0.0005087360644936809
8,0.36,0,0.06731038759689924,0.04246592597481071,0.008493185194962142,0.04978131488937647,0.084839460304422,25,0,0.19692348192704345
8,0.37,0,0.037447963800904975,0.030888234856752246,0.006177646971350449,0.02469792710248908,0.05019800049932087,25,0,0.017048760361522607
8,0.38,0,0.021932941176470586,0.023856379433540353,0.004771275886708071,0.012085511736763338,0.03178037061617783,25,0,0.0002598380046466067
8,0.39,0,0.014112320916905443,0.016336426717181485,0.003267285343436297,0.007368975396158955,0.02085566643765193,25,0,0.0007182623898934112
8,0.4,0,0.003097206703910614,0.006202450491683609,0.0012404900983367217,0.000536960974239652,0.005657452433581576,25,0,2.3736227315938425e-07
8,0.41,0,0.0025885558583106268,0.0048488093787608134,0.0009697618757521627,0.0005870657178240466,0.004590045998797207,25,0,6.649131028061006e-07
8,0.42,0,0.0010734042553191489,0.003162125555106284,0.0006324251110212568,-0.0002318570216550645,0.0023786655322933625,25,0,3.291677172697579e-09
8,0.43,0,0.0,0.0,0.0,0.0,0.0,25,0,
16,0.05,0,1.5575916666666665,0.006326022027111556,0.0012652044054223112,1.55498041311415,1.560202920219183,25,0,2.977201519504985e-08
16,0.06,0,1.559151304347826,0.0025630400978453242,0.0005126080195690648,1.5580933333935585,1.5602092753020935,25,0,9.316587836455726e-05
16,0.07,0,1.5556805970149252,0.007590397278031374,0.0015180794556062748,1.5525474350100623,1.5588137590197881,25,0,1.3870206390025695e-06
16,0.08,0,1.5576912052117264,0.003149467139430272,0.0006298934278860544,1.5563911690719334,1.5589912413515195,25,0,7.019376434241569e-05
16,0.09,0,1.5552997101449275,0.005335221257953173,0.0010670442515906347,1.553097439048876,1.557501981240979,25,0,1.0792664469670076e-07
16,0.1,0,1.5482666666666665,0.008884719548985207,0.0017769439097970415,1.5445992346871427,1.5519340986461903,25,0,0.002362744095790574
16,0.11,0,1.5301099526066348,0.01643995221800134,0.003287990443600268,1.5233238738594417,1.536896031353828,25,0,0.17564582524249361
16,0.12,0,1.4844904347826084,0.017323347845965367,0.0034646695691930734,1.4773397082422346,1.4916411613229823,25,0,0.09662247832922369
16,0.13,0,1.4361715430861723,0.014354970770289004,0.0028709941540578008,1.43024610238117,1.4420969837911748,25,0,0.3736728984837684
16,0.14,0,1.3825936685288638,0.007898680094701589,0.0015797360189403176,1.379333253631621,1.3858540834261066,25,0,0.465869180088643
16,0.15,0,1.3245027777777776,0.007564417078374009,0.001512883415674802,1.3213803398722554,1.3276252156832997,25,0,0.7446839943822667
16,0.16,0,1.2571035830618893,0.020040341969716807,0.0040080683939433615,1.248831336468723,1.2653758296550557,25,0,0.0893715355028072
16,0.17,0,1.212444171779141,0.009501863716085607,0.0019003727432171213,1.208521995207858,1.216366348350424,25,0,0.553651797970155
16,0.18,0,1.168646020260492,0.004887767524703406,0.0009775535049406812,1.1666284489877305,1.1706635915332535,25,0,0.9885763185396669
16,0.19,0,1.1251742112482854,0.003650028511367748,0.0007300057022735496,1.1236675535293827,1.126680868967188,25,0,0.25228248670327696
16,0.2,0,1.0158364583333335,0.217156655077641,0.0434313310155282,0.9261985967207944,1.1054743199458725,25,0,1.2225409748454255e-09
16,0.21,0,1.0030471464019852,0.030269570415384948,0.006053914083076989,0.990552481833703,1.0155418109702674,25,0,0.004030593120486886
16,0.22,0,0.9911962085308056,0.035715216641645384,0.0071430433283290766,0.9764536916798205,1.0059387253817906,25,0,4.140160843195851e-05
16,0.23,0,0.8584634201585505,0.17026964697466368,0.034053929394932736,0.7881795642625666,0.9287472760545343,25,0,1.1721764923798371e-05
16,0.24,0,0.6451717698154181,0.3016530581486782,0.060330611629735645,0.520655507250668,0.7696880323801683,25,0,2.9506654157860806e-05
16,0.25,0,0.5940675,0.39591645829856364,0.07918329165971273,0.4306412182385468,0.7574937817614531,25,0,9.733855632340196e-07
16,0.26,0,0.5474460921843687,0.27664690735185166,0.05532938147037033,0.4332518613519033,0.6616403230168341,25,0,4.5829202141551305e-05
16,0.27,0,0.17906795366795364,0.23098608059739043,0.046197216119478086,0.083721585767744,0.27441432156816326,25,0,1.1680872921092865e-06
16,0.28,0,0.007217860465116279,0.004619375034308178,0.0009238750068616356,0.005311076167330471,0.009124644762902086,25,0,0.2668459519624574
16,0.29,0,0.08858508535489668,0.10627589242724872,0.021255178485449742,0.044716553051630095,0.13245361765816327,25,0,8.263861932941728e-06
16,0.3,0,0.1302548611111111,0.056928492509709466,0.011385698501941894,0.1067559343498229,0.1537537878723993,25,0,0.661303486944192
16,0.31,0,0.005842016806722689,0.004875526162473944,0.0009751052324947888,0.0038294985199407374,0.00785453509350464,25,0,0.010509191052636053
