road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked,normality_p_value
16,0.32,0,0.005406514657980457,0.0054414041514393345,0.001088280830287867,0.0031604134177019797,0.007652615898258934,25,0,0.0034143853984340464
16,0.33,0,0.0004735595895816891,0.0009394144210132664,0.0001878828842026533,8.578837512130896e-05,0.0008613308040420692,25,0,2.1165723487107108e-07
32,0.05,0,1.7565898989898985,0.04190533907651918,0.008381067815303836,1.739292225180986,1.773887572798811,25,0,1.3881902729412222e-10
32,0.06,0,1.7650857142857144,0.0003574475549792759,7.148951099585519e-05,1.7649381671867985,1.7652332613846302,25,0,0.20071526811794776
32,0.07,0,1.7657412612612615,0.007452004224472564,0.0014904008448945127,1.7626652251012345,1.7688172974212886,25,0,1.0686126388331881e-06
32,0.08,0,1.7386347003154574,0.0722295040239555,0.014445900804791101,1.708819826423028,1.7684495742078867,25,0,3.811436712201429e-09
32,0.09,0,1.7145086834733894,0.17418501373377057,0.034837002746754116,1.6426086436129321,1.7864087233338466,25,0,7.000730285229864e-10
32,0.1,0,1.7612469104665822,0.003540797679989599,0.0007081595359979197,1.7597853410188329,1.7627084799143315,25,0,0.002456680187938225
32,0.11,0,1.717322018348624,0.006566907628747808,0.0013133815257495615,1.7146113321067606,1.7200327045904873,25,0,0.9910415309818259
32,0.12,0,1.4497605042016806,0.4707302124730668,0.09414604249461336,1.2554526225140774,1.6440683858892837,25,0,5.752592139777818e-09
32,0.13,0,1.1963825412221143,0.5148641312508306,0.10297282625016613,0.9838570732376243,1.4089080092066042,25,0,6.334205372701463e-06
32,0.14,0,1.1021796579657965,0.5743002408479034,0.11486004816958069,0.8651201697600738,1.3392391461715194,25,0,3.4124151723624692e-06
32,0.15,0,1.391214117647059,0.030360841867046115,0.006072168373409223,1.3786817780752165,1.4037464572189013,25,0,4.3574741836022115e-05
32,0.16,0,1.3624315208825848,0.014402530274253466,0.002880506054850693,1.3564864485792176,1.368376593185952,25,0,0.006419510752030284
32,0.17,0,1.3022813936249074,0.008755250592980416,0.0017510501185960831,1.2986674038037984,1.3058953834460163,25,0,0.022645292538515247
32,0.18,0,1.246349019607843,0.01584113521377931,0.003168227042755862,1.2398101203713883,1.2528879188442978,25,0,4.3666980548816905e-05
32,0.19,0,1.08220199071002,0.29733108920837686,0.05946621784167537,0.9594697492411276,1.2049342321789123,25,0,9.766956021052999e-09
32,0.2,0,1.1163085066162572,0.14483222946432633,0.028966445892865268,1.0565247006024967,1.1760923126300178,25,0,3.9165410180646697e-10
32,0.21,0,1.080232893157263,0.021046470969727765,0.004209294193945553,1.0715453369249095,1.0889204493896163,25,0,0.00018975196583902298
32,0.22,0,0.37309845272206305,0.44580676538460184,0.08916135307692037,0.18907846435379896,0.5571184410903272,25,0,1.5888207066761098e-05
32,0.23,0,0.2456556712328767,0.22131071391886437,0.04426214278377287,0.15430309840687378,0.33700824405887964,25,0,0.0029366480873675676
32,0.24,0,0.5536609243697478,0.4107303075568717,0.08214606151137434,0.38411978617301534,0.7232020625664802,25,0,9.886464084624142e-05
32,0.25,0,0.006295564516129033,0.022873536826249038,0.004574707365249808,-0.0031461674348791597,0.015737296467137226,25,0,3.060500234917054e-10
32,0.26,0,0.1862045564711585,0.29270663176714756,0.05854132635342951,0.06538119721451877,0.3070279157277982,25,0,2.2252255205150275e-06
32,0.27,0,0.0020168067226890756,0.0018962238384375618,0.00037924476768751234,0.001234083992153866,0.002799529453224285,25,0,0.0071736078009732775
32,0.28,0,0.012436003600360037,0.01743071844878543,0.0034861436897570862,0.005240956653441785,0.01963105054727829,25,0,1.598039167304299e-05
32,0.29,0,0.006493524554541504,0.009704384815350306,0.0019408769630700612,0.0024877513821642437,0.010499297726918766,25,0,3.3682003670454813e-07
32,0.3,0,0.00046218487394957984,0.0007377908790513123,0.00014755817581026245,0.00015763976713832454,0.0007667299807608351,25,0,4.156369339323778e-06
64,0.05,0,1.8830540942928038,0.0054805198807859334,0.0010961039761571867,1.8807918468730183,1.8853163417125893,25,0,7.171114420972959e-06
64,0.06,0,1.885516442605998,0.007680793010129727,0.0015361586020259453,1.882345967076844,1.888686918135152,25,0,4.710466173520084e-05
64,0.07,0,1.8829546099290781,0.006835836260944916,0.0013671672521889833,1.8801329154037805,1.8857763044543758,25,0,4.399653095872193e-05
64,0.08,0,1.8783398449612403,0.0006871867486108173,0.00013743734972216347,1.8780561882128348,1.8786235017096458,25,0,0.7013420273190554
64,0.09,0,1.8512264645072367,0.17249806945549612,0.03449961389109922,1.780022761020675,1.9224301679937985,25,0,2.1163446097455717e-10
64,0.1,0,1.422532506203474,0.8117079433447677,0.16234158866895354,1.087475934857213,1.757589077549735,25,0,9.02748278921094e-08
64,0.11,0,1.7222534385569335,0.3419806371983312,0.06839612743966625,1.5810907695132794,1.8634161076005875,25,0,9.95728995551015e-10
64,0.12,0,1.2297459431524547,0.7837071557888075,0.15674143115776148,0.9062475288384333,1.553244357466476,25,0,3.0270479228053757e-07
64,0.13,0,0.9000431297709923,0.7969333899186185,0.1593866779837237,0.5710851943377164,1.2290010652042682,25,0,4.6041513642391065e-06
64,0.14,0,1.211011076650421,0.5866192052051212,0.11732384104102425,0.9688665698811765,1.4531555834196654,25,0,1.3419693405867715e-06
64,0.15,0,1.485660520876395,0.02786321851142111,0.005572643702284222,1.4741591495547852,1.497161892198005,25,0,0.008594181238293447
64,0.16,0,1.0652086821705427,0.5210705361418915,0.10421410722837829,0.8501213361605444,1.280296028180541,25,0,1.7281267408932633e-05
64,0.17,0,0.3712233491426487,0.5646374547562013,0.11292749095124026,0.13815246300012257,0.6042942352851748,25,0,2.281741954295782e-06
64,0.18,0,0.5730719944884602,0.5788621660385201,0.11577243320770403,0.33412943611490376,0.8120145528620167,25,0,0.00012779095827776803
64,0.19,0,0.31095953002610965,0.4953564594968589,0.09907129189937178,0.10648643317636644,0.5154326268758529,25,0,1.1047370269865819e-06
64,0.2,0,0.3645740155038759,0.4822852162616908,0.09645704325233816,0.16549646267648338,0.5636515683312684,25,0,9.625363250640564e-06
64,0.21,0,0.26122268163024215,0.3641295156157609,0.07282590312315218,0.11091740492510677,0.41152795833537753,25,0,4.2079101222440824e-05
64,0.22,0,0.017724689966178125,0.0600670995775619,0.01201341991551238,-0.007069790117681298,0.04251917005003755,25,0,1.16118575189295e-09
64,0.23,0,0.1608040981396603,0.3052371855715066,0.061047437114301314,0.034808380488376756,0.2867998157909438,25,0,2.8902545933516255e-07
64,0.24,0,0.000330749354005168,0.0004270086106157664,8.540172212315327e-05,0.000154488862554636,0.0005070098454556999,25,0,8.581853863073895e-05
128,0.05,0,1.865070769230769,0.14484957291061157,0.028969914582122315,1.8052798041942402,1.924861734267298,25,0,1.224507039761266e-06
128,0.06,0,1.8959015384615383,0.11063255666748428,0.022126511333496857,1.8502346635464881,1.9415684133765885,25,0,6.40609375983364e-09
128,0.07,0,1.7667505934065935,0.23370146767895672,0.046740293535791344,1.6702833688080023,1.8632178180051846,25,0,7.181379120227867e-05
128,0.08,0,1.3533563076923076,0.34278715157602035,0.06855743031520407,1.2118607258758447,1.4948518895087706,25,0,0.4032074532232652
128,0.09,0,1.2221331510594668,0.5586227234524472,0.11172454469048945,0.9915450239742201,1.4527212781447136,25,0,0.015513839721588396
128,0.1,0,1.2813408797293142,0.5576810674941315,0.1115362134988263,1.0511414491196507,1.5115403103389777,25,0,0.029801948067377952
128,0.11,0,1.305073601789709,0.551223688492343,0.11024473769846861,1.0775396462267812,1.532607557352637,25,0,0.0050070972340523975
128,0.12,0,0.8181169956421431,0.8564666637320653,0.17129333274641306,0.4645849325703512,1.171649058713935,25,0,5.7613563286812936e-06
128,0.13,0,0.3285934690014198,0.3732179845781202,0.07464359691562404,0.17453665669252152,0.48265028131031806,25,0,0.00026692615443293184
128,0.14,0,0.23585989892331355,0.3454315288568374,0.06908630577136748,0.09327277181359456,0.37844702603303254,25,0,5.523433130968508e-06
128,0.15,0,0.03302920426579163,0.06284616583098593,0.012569233166197185,0.007087582013310046,0.05897082651827322,25,0,4.1797395474028395e-07
128,0.16,0,0.08264026148817535,0.2289340672949188,0.04578681345898376,-0.011859076951351744,0.17713959992770245,25,0,4.162502116907826e-09
128,0.17,0,0.22937390989686993,0.40172946121097325,0.08034589224219466,0.0635481384654844,0.39519968132825545,25,0,6.174263714216097e-07
128,0.18,0,0.47952891319207114,0.5002825599598288,0.10005651199196577,0.2730224220103361,0.6860354043738062,25,0,7.900066699063575e-05
128,0.19,0,0.05170898494414764,0.1369424277760047,0.02738848555520094,-0.004818070998401411,0.1082360408866967,25,0,1.103970442190083e-08
128,0.2,0,0.0024157490003075977,0.005740897246336598,0.0011481794492673196,4.602308647392358e-05,0.004785474914141272,25,0,2.2695157987859083e-08
128,0.21,0,0.0005356379083052585,0.0016277512037425924,0.0003255502407485185,-0.00013626476531326467,0.0012075405819237817,25,0,3.2276959239014238e-09
256,0.05,0,1.9533215686274508,0.03698996046869176,0.007397992093738352,1.9380528633862486,1.968590273868653,25,0,4.2145517437091884e-08
256,0.06,0,1.7744794688457608,0.1501878469777739,0.03003756939555478,1.7124849725754734,1.8364739651160482,25,0,0.05110143568876669
256,0.07,0,1.519041891004596,0.22756807956931518,0.045513615913863034,1.4251064045854838,1.6129773774237082,25,0,0.20572418547353685
256,0.08,0,1.3906912294140177,0.2977105016314324,0.059542100326286485,1.2678023741942837,1.5135800846337517,25,0,0.2589633720309282
256,0.09,0,0.8332130042553192,0.2630209110510597,0.05260418221021194,0.7246433082560444,0.941782700254594,25,0,0.6835635491893177
256,0.1,0,0.24653725490196077,0.13996540023360152,0.027993080046720305,0.18876237725799666,0.3043121325459249,25,0,0.3488775865654686
256,0.11,0,0.306031086350975,0.2556123857049032,0.051122477140980636,0.20051947931284364,0.4115426933891063,25,0,0.0012295952697917536
256,0.12,0,0.014942627345844504,0.019486743298743246,0.003897348659748649,0.006898895052826372,0.022986359638862634,25,0,6.397489642460396e-05
256,0.13,0,0.031123733207636107,0.03821038396268663,0.007642076792537327,0.01535126190766744,0.046896204507604775,25,0,7.340772366587813e-05
256,0.14,0,0.011190896159317214,0.017846353977287076,0.0035692707954574155,0.003824283298511752,0.018557509020122678,25,0,5.728597381731969e-06
256,0.15,0,0.015517156862745098,0.02054358048291618,0.004108716096583236,0.00703718362086906,0.023997130104621137,25,0,1.240357372590334e-05
256,0.16,0,0.0004465721945614708,0.0015512176025214127,0.00031024352050428256,-0.00019373896116173142,0.001086883350284673,25,0,8.476114817777666e-10
