road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
32,0.1,1.781218474148802,0.044238758110488836,0.03128152585119803,1.3837490022154864,2.1786879460821176,2
32,0.2,1.4329749527410207,0.5367294690939384,0.3795250472589793,-3.3893480003356364,6.255297905817678,2
32,0.3,0.9166005777310926,1.2506932623256464,0.88437368697479,-10.3204325524839,12.153633707946085,2
32,0.4,0.7935491493383743,1.1202429407238486,0.7921313799621928,-9.271434342613732,10.858532641290482,2
32,0.5,0.6498771421370967,0.9156391288036083,0.647454637096774,-7.576814034366857,8.87656831864105,2
32,0.6,0.5398242228523419,0.7623833797384243,0.5390864576769585,-6.309918679029028,7.389567124733713,2
32,0.7,0.45617236723672366,0.6433748842161471,0.4549347434743474,-5.324321625064551,6.236666359537997,2
32,0.8,0.31776051512287334,0.44938123007342845,0.31776051512287334,-3.7197696471824826,4.355290677428229,2
128,0.1,1.492154337127038,0.6514229378095802,0.4606255767456167,-4.360648547839883,7.344957222093958,2
128,0.2,1.0533859773915717,1.2685447531639742,0.8969965972008612,-10.344036434525485,12.450808389308627,2
128,0.3,0.9991938377934994,1.3072603085259062,0.9243726289346865,-10.746074038204602,12.7444617137916,2
128,0.4,0.865186433020609,1.1015465795794455,0.7789110562134728,-9.031816918698345,10.762189784739563,2
128,0.5,0.6656936285063977,0.9331536186849944,0.6598392516609253,-7.71835899623146,9.049746253244257,2
128,0.6,0.5951395652842569,0.7145033638851233,0.50523017378377,-5.824418461835492,7.014697592404007,2
128,0.7,0.4396946952719923,0.6127957772966304,0.4333120496089287,-5.066056921822077,5.9454463123660615,2
128,0.8,0.2815221413741397,0.3727581201412301,0.2635797944942136,-3.0675766918560354,3.630620974604315,2
256,0.1,1.7850284352022059,0.2695336857710473,0.1905890969669116,-0.636635651391082,4.206692521795494,2
256,0.2,1.2257252412683826,1.0561378512965895,0.746802236519608,-8.263296873575143,10.714747356111907,2
256,0.3,1.081311114940768,1.218024964367471,0.8612737119587416,-9.862209003313847,12.024831233195382,2
256,0.4,0.9174262551700368,1.085361485685744,0.7674664665670955,-8.834159797377596,10.66901230771767,2
256,0.5,0.7304501761642156,0.8979939287837693,0.6349775965073529,-7.337705168105779,8.79860552043421,2
256,0.6,0.6123450584660948,0.7319495304399187,0.5175664764603758,-5.963960556153203,7.188650673085392,2
256,0.7,0.48263243774072134,0.5291914785535315,0.3741948830313376,-4.271964357380714,5.237229232862157,2
256,0.8,0.2975016874425551,0.31331887054401925,0.22154989803538602,-2.517556676330715,3.1125600512158247,2
