road_length,density,rotary_method,velocity,std,std_error,ci_lower,ci_upper,n_samples,n_gridlocked
16,0.1,0,,0,0,,,1,0
16,0.2,0,,0,0,,,1,0
16,0.3,0,,0,0,,,1,0
16,0.4,0,,0,0,,,1,0
16,0.5,0,0.0,0,0,0.0,0.0,1,0
64,0.1,0,,0,0,,,1,0
64,0.2,0,,0,0,,,1,0
64,0.3,0,0.0,0,0,0.0,0.0,1,0
128,0.1,0,,0,0,,,1,0
128,0.2,0,,0,0,,,1,0
128,0.3,0,0.0,0,0,0.0,0.0,1,0
256,0.1,0,,0,0,,,1,0
256,0.2,0,0.0,0,0,0.0,0.0,1,0
