road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
16,0.05,1.55517578125,0,0,1.55517578125,1.55517578125,1
16,0.1,1.5324055989583332,0,0,1.5324055989583332,1.5324055989583332,1
16,0.15,1.2806640625,0,0,1.2806640625,1.2806640625,1
16,0.2,1.0252360026041667,0,0,1.0252360026041667,1.0252360026041667,1
16,0.25,0.6483854166666667,0,0,0.6483854166666667,0.6483854166666667,1
16,0.3,0.121337890625,0,0,0.121337890625,0.121337890625,1
16,0.35,0.0008463541666666666,0,0,0.0008463541666666666,0.0008463541666666666,1
16,0.4,0.0,0,0,0.0,0.0,1
16,0.45,0.0,0,0,0.0,0.0,1
16,0.5,0.0,0,0,0.0,0.0,1
16,0.55,0.0,0,0,0.0,0.0,1
16,0.6,1.0850694444444443e-05,0,0,1.0850694444444443e-05,1.0850694444444443e-05,1
16,0.65,2.0032051282051282e-05,0,0,2.0032051282051282e-05,2.0032051282051282e-05,1
16,0.7,0.0,0,0,0.0,0.0,1
16,0.75,0.0,0,0,0.0,0.0,1
16,0.8,0.0,0,0,0.0,0.0,1
16,0.85,1.5318627450980392e-05,0,0,1.5318627450980392e-05,1.5318627450980392e-05,1
16,0.9,0.0,0,0,0.0,0.0,1
