road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
64,0.05,1.7110732009925556,0,0,1.7110732009925556,1.7110732009925556,1
64,0.1,1.2817617866004962,0,0,1.2817617866004962,1.2817617866004962,1
64,0.15,0.938952046300124,0,0,0.938952046300124,0.938952046300124,1
64,0.2,0.7531317829457365,0,0,0.7531317829457365,0.7531317829457365,1
64,0.25,0.6127697172619048,0,0,0.6127697172619048,0.6127697172619048,1
64,0.3,0.5426583815626292,0,0,0.5426583815626292,0.5426583815626292,1
64,0.35,0.4835190024805103,0,0,0.4835190024805103,0.4835190024805103,1
64,0.4,0.43376414509378397,0,0,0.43376414509378397,0.43376414509378397,1
64,0.45,0.40348284415047536,0,0,0.40348284415047536,0.40348284415047536,1
64,0.5,0.38901832217261906,0,0,0.38901832217261906,0.38901832217261906,1
64,0.55,0.355880777903044,0,0,0.355880777903044,0.355880777903044,1
64,0.6,0.34175795783381563,0,0,0.34175795783381563,0.34175795783381563,1
64,0.65,0.32876323571496713,0,0,0.32876323571496713,0.32876323571496713,1
64,0.7,0.31887678270883163,0,0,0.31887678270883163,0.31887678270883163,1
64,0.75,0.30073268022486765,0,0,0.30073268022486765,0.30073268022486765,1
64,0.8,0.29207487211285077,0,0,0.29207487211285077,0.29207487211285077,1
64,0.85,0.26359789903705866,0,0,0.26359789903705866,0.26359789903705866,1
64,0.9,0.2310825008611781,0,0,0.2310825008611781,0.2310825008611781,1
64,0.95,0.14452548789243522,0,0,0.14452548789243522,0.14452548789243522,1
