road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
64,0.05,1.7156909119106698,0.0065304294075154866,0.004617710918114248,1.6570173315714523,1.7743644922498873,2
64,0.1,1.276568315756824,0.007344676902910731,0.0051934708436723875,1.210579011924432,1.342557619589216,2
64,0.15,0.9432461761058288,0.006072816609818373,0.004294129805704872,0.8886840836297274,0.9978082685819303,2
64,0.2,0.7593507751937985,0.008794983181502495,0.00621899224806205,0.6803309864356379,0.838370563951959,2
64,0.25,0.6212968129960317,0.012059134434856119,0.008527095734126966,0.5129497887910577,0.7296438372010057,2
64,0.3,0.5471424142207524,0.006341379799241701,0.004484032658123194,0.49016737722179127,0.6041174512197135,2
64,0.35,0.4910613040396882,0.010666425156497088,0.007542301559177872,0.3952272762448631,0.5868953318345133,2
64,0.4,0.4389813594791505,0.007378255341593375,0.005217214385366542,0.37269036534482447,0.5052723536134766,2
64,0.45,0.4052414909742318,0.0024871021895806656,0.0017586468237563988,0.382895764372507,0.4275872175759566,2
64,0.5,0.38201807415674605,0.009899845684022962,0.007000248015873011,0.293071489661261,0.4709646586522311,2
64,0.55,0.35932003945885005,0.004863850336769331,0.0034392615558060664,0.31562007798863817,0.40302000092906193,2
64,0.6,0.34214454578338155,0.0005467179213261297,0.0003865879495659197,0.33723248014755947,0.34705661141920363,2
64,0.65,0.3309554755318134,0.003100295280958344,0.0021922398168462975,0.30310042758760597,0.3588105234760209,2
64,0.7,0.3160903312959518,0.0039406373789882985,0.0027864514128798086,0.2806851091557805,0.35149555343612315,2
64,0.75,0.2999235284391534,0.001144313429375503,0.0008091517857142515,0.2896422801870185,0.31020477669128826,2
64,0.8,0.2900662203534336,0.0028406625602523388,0.0020086517594171682,0.2645438798540845,0.3155885608527827,2
64,0.85,0.2660303290049606,0.0034399754501297135,0.0024324299679019663,0.23512337582576526,0.29693728218415594,2
64,0.9,0.2282447037547365,0.004013251155192849,0.0028377971064416085,0.19218707271983482,0.26430233478963816,2
64,0.95,0.1432047924417466,0.0018677454181282571,0.001320695450688594,0.12642376565082286,0.15998581923267036,2
128,0.05,1.8001192307692309,0.0004188247857796298,0.0002961538461537793,1.7963562393665191,1.8038822221719426,2
128,0.1,1.2970230313749616,0.007456322467718027,0.005272416179637029,1.2300306319408163,1.3640154308091068,2
128,0.15,0.9596954470877768,0.012687244569126004,0.008971236669401195,0.845705077227378,1.0736858169481756,2
128,0.2,0.7468452014764688,0.0005356045674167352,0.0003787296216548608,0.7420329853639707,0.751657417588967,2
128,0.25,0.6310750645915355,0.0114405710068176,0.008089705339566933,0.5282856122895901,0.7338645168934809,2
128,0.3,0.5353727699169486,0.00263406882436007,0.0018625679278170824,0.5117066004905927,0.5590389393433045,2
128,0.35,0.48329049125582213,0.004748378321242396,0.0033576105105896925,0.44062800468307317,0.5259529778285711,2
128,0.4,0.4386030259920025,0.0026025760008106095,0.0018402991387265475,0.41521980835906336,0.4619862436249417,2
128,0.45,0.40713815789473684,0.0019671391657069023,0.0013909774436089981,0.38946411371248196,0.4248122020769917,2
128,0.5,0.3750213382750984,0.0004118736057061931,0.0002912386195866034,0.3713208007474752,0.37872187580272165,2
128,0.55,0.3542714683183267,0.002844037571693991,0.002011038252894143,0.328718804544257,0.37982413209239635,2
128,0.6,0.33800815092018255,0.001895362988736908,0.0013402240221458694,0.3209789901021126,0.3550373117382525,2
128,0.65,0.3245773589816392,0.003926697935464748,0.0027765947378383393,0.28929737777256526,0.35985734019071314,2
128,0.7,0.3160524595746551,0.0039050032578873866,0.0027612542842077314,0.2809673973101614,0.3511375218391488,2
128,0.75,0.3033517111630577,0.008400409131299013,0.005939986261482926,0.22787702959306178,0.37882639273305363,2
128,0.8,0.2918063218501288,0.0019729268802042214,0.0013950699757776241,0.27408027711624894,0.3095323665840086,2
128,0.85,0.2851219015740908,0.006515182347010129,0.004606929618237748,0.22658531063842902,0.34365849250975256,2
128,0.9,0.2527399820574163,0.004354621413275246,0.0030791823308270734,0.21361526094112335,0.2918647031737093,2
128,0.95,0.1639445258369488,0.0011399824608466064,0.0008060893284983632,0.15370218979319553,0.17418686188070207,2
