road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples
128,0.05,1.9272384615384617,0,0,1.9272384615384617,1.9272384615384617,1
128,0.1,1.6633766533374346,0,0,1.6633766533374346,1.6633766533374346,1
128,0.15,1.1530032301066448,0,0,1.1530032301066448,1.1530032301066448,1
128,0.2,0.8732149723162104,0,0,0.8732149723162104,0.8732149723162104,1
128,0.25,0.7050281434547244,0,0,0.7050281434547244,0.7050281434547244,1
128,0.3,0.5186346508766533,0,0,0.5186346508766533,0.5186346508766533,1
128,0.35,0.4356885490816416,0,0,0.4356885490816416,0.4356885490816416,1
128,0.4,0.4022473854198708,0,0,0.4022473854198708,0.4022473854198708,1
128,0.45,0.3711632775119617,0,0,0.3711632775119617,0.3711632775119617,1
128,0.5,0.3321850393700787,0,0,0.3321850393700787,0.3321850393700787,1
128,0.55,0.3071640288574464,0,0,0.3071640288574464,0.3071640288574464,1
128,0.6,0.22650394730096884,0,0,0.22650394730096884,0.22650394730096884,1
128,0.65,0.24945047794813552,0,0,0.24945047794813552,0.24945047794813552,1
128,0.7,0.2582871957113982,0,0,0.2582871957113982,0.2582871957113982,1
128,0.75,0.19333220554461944,0,0,0.19333220554461944,0.19333220554461944,1
128,0.8,0.14751239955400053,0,0,0.14751239955400053,0.14751239955400053,1
128,0.85,0.07725235208974127,0,0,0.07725235208974127,0.07725235208974127,1
128,0.9,0.07053208304853041,0,0,0.07053208304853041,0.07053208304853041,1
128,0.95,0.040789516285695784,0,0,0.040789516285695784,0.040789516285695784,1
256,0.05,1.9531422334558823,0,0,1.9531422334558823,1.9531422334558823,1
256,0.1,1.707751225490196,0,0,1.707751225490196,1.707751225490196,1
256,0.15,1.2349437040441176,0,0,1.2349437040441176,1.2349437040441176,1
256,0.2,1.0493235868566175,0,0,1.0493235868566175,1.0493235868566175,1
256,0.25,0.8848985140931372,0,0,0.8848985140931372,0.8848985140931372,1
256,0.3,0.7445210375816995,0,0,0.7445210375816995,0.7445210375816995,1
256,0.35,0.6393404236694678,0,0,0.6393404236694678,0.6393404236694678,1
256,0.4,0.5581684187346815,0,0,0.5581684187346815,0.5581684187346815,1
256,0.45,0.4873995778867103,0,0,0.4873995778867103,0.4873995778867103,1
256,0.5,0.44102117800245094,0,0,0.44102117800245094,0.44102117800245094,1
256,0.55,0.4062736742424242,0,0,0.4062736742424242,0.4062736742424242,1
256,0.6,0.38063310610702616,0,0,0.38063310610702616,0.38063310610702616,1
256,0.65,0.3535378664687029,0,0,0.3535378664687029,0.3535378664687029,1
256,0.7,0.3271234079569328,0,0,0.3271234079569328,0.3271234079569328,1
256,0.75,0.29808274611928104,0,0,0.29808274611928104,0.29808274611928104,1
256,0.8,0.2603748994715073,0,0,0.2603748994715073,0.2603748994715073,1
256,0.85,0.2115936103301615,0,0,0.2115936103301615,0.2115936103301615,1
256,0.9,0.11822289028458606,0,0,0.11822289028458606,0.11822289028458606,1
256,0.95,0.06808625999742002,0,0,0.06808625999742002,0.06808625999742002,1
