road_length,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
32,0.05,1.747068385650224,0.000973324848409768,0.00043528410504678385,1.7458598432273964,1.7482769280730517,5,0.4901569920729103
32,0.1,1.6144698879551818,0.01402099569849344,0.006270379898812695,1.5970605223773926,1.631879253532971,5,0.8094040990800994
32,0.15,1.1492965832710977,0.014560027664750107,0.006511442322531751,1.1312179211069266,1.1673752454352688,5,0.12291916708915607
32,0.2,0.7795873004760573,0.03769904976216807,0.016859527591071018,0.7327777476198809,0.8263968533322337,5,0.30149233559969696
32,0.25,0.4389569332437276,0.11811435435092038,0.0528223450894312,0.29229859177510736,0.5856152747123478,5,0.08531097190382733
32,0.3,0.43125,0.0851905246114003,0.03809836081399198,0.3254719926019324,0.5370280073980677,5,0.44635085584163625
32,0.35,0.27627200352056325,0.14239257140156014,0.0636798938289762,0.09946827399958677,0.4530757330415397,5,0.11025493068461811
32,0.4,0.07427121254550546,0.028000627989724088,0.012522261519541267,0.03950384084356836,0.10903858424744256,5,0.0018426548328516553
32,0.45,0.0642747355320473,0.024931479078390918,0.011149696399779179,0.033318215538438875,0.09523125552565571,5,0.0006693431403288661
32,0.5,0.07769125224014337,0.03938199541661654,0.017612163768227947,0.028792046353904865,0.12659045812638187,5,0.15007166702310246
32,0.55,0.07219539205702649,0.032597060911597676,0.014577848813006732,0.031720795075840406,0.11266998903821257,5,0.14865798663476731
32,0.6,0.039321851955568005,0.00029524918602752865,0.00013203945005180702,0.03895525167077866,0.03968845224035735,5,0.20472234785186166
32,0.65,0.03979385662588317,0.005427648547827511,0.0024273182221840666,0.03305454082914279,0.046533172422623545,5,0.02100878330444253
32,0.7,0.04125650052004161,0.010171110769084897,0.004548659017270799,0.028627398456326267,0.05388560258375695,5,0.04818948505339946
32,0.75,0.036784554211469526,0.007278805809220247,0.0032551809168873676,0.027746723088244312,0.04582238533469474,5,0.1341123756371773
32,0.8,0.03523986628395408,0.003462187846999764,0.0015483374753530227,0.03094099227931586,0.03953874028859229,5,0.3140962926079269
32,0.85,0.03008573828819925,0.0019952817701690637,0.0008923171344728276,0.027608268747908043,0.03256320782849046,5,0.34615454278430013
32,0.9,0.0301397790914748,0.003506486469542606,0.0015681484216161024,0.025785901082055116,0.03449365710089448,5,0.14686467543719728
64,0.05,1.8750139578163771,0.0027960152413741717,0.001250416029167626,1.8715422463527338,1.8784856692800205,5,0.12243870146563902
64,0.1,1.6758568548387096,0.009727489561634056,0.0043502655820466755,1.6637785812571257,1.6879351284202935,5,0.2753194495057084
64,0.15,1.119695638693675,0.01983234571617516,0.00886929463492888,1.0950705290179696,1.1443207483693802,5,0.0035780825615570346
64,0.2,0.8568426356589146,0.004256532562069373,0.0019035792314456921,0.851557452419411,0.8621278188984182,5,0.9280594217066854
64,0.25,0.6032372271825397,0.0926511071125035,0.041434834738834414,0.48819568308722316,0.7182787712778562,5,0.12493289606330546
64,0.3,0.4028335572550642,0.07538903702140731,0.033715002307623004,0.3092257041263318,0.4964414103837966,5,0.03061557191210901
64,0.35,0.44523409815733517,0.07354859824139132,0.03289193306351449,0.3539114516026467,0.5365567447120236,5,0.056028158267709474
64,0.4,0.35357929003255306,0.06103102297278226,0.027293903220698485,0.2777992660337023,0.4293593140314038,5,0.5181058253862234
64,0.45,0.14308116301502,0.10750148765888298,0.048076126817523414,0.009600436035638482,0.2765618899944015,5,0.28299286509830046
64,0.5,0.14076063368055555,0.037513584795345084,0.016776585136418828,0.09418136599661135,0.18733990136449974,5,0.04650499672569333
64,0.55,0.06920941375422773,0.020129965405780232,0.009002394206408746,0.044214760424783145,0.09420406708367232,5,0.3680101122082777
64,0.6,0.05823183650268706,0.036391423500977675,0.01627473934923389,0.013045916098136615,0.1034177569072375,5,0.19620895004889055
64,0.65,0.12985142611847755,0.019384885134923015,0.008669184179542608,0.10578191213712829,0.15392094009982682,5,0.6521937137714342
64,0.7,0.0871423509611126,0.040174798681444655,0.017966716166815833,0.037258749803278625,0.13702595211894658,5,0.7735555882337772
64,0.75,0.09411840691137566,0.011070876748392798,0.004951046595985626,0.08037209782434514,0.10786471599840618,5,0.05164031172978423
64,0.8,0.07293307239187723,0.02117904748969743,0.009471557977131947,0.046635811607672065,0.09923033317608239,5,0.6107049971095099
64,0.85,0.03897714838050773,0.013442078931737473,0.006011480450056549,0.022286602909955967,0.0556676938510595,5,0.8014307047382137
64,0.9,0.024325525318635893,0.005935235975978684,0.002654318220958129,0.016955956486419364,0.03169509415085242,5,0.7461517891054315
128,0.05,1.9310846153846153,0.0009059427401996952,0.00040514991016178995,1.9299597388996752,1.9322094918695554,5,0.327873697564383
128,0.1,1.6641045063057522,0.009660802277726012,0.004320442122036033,1.652109035923735,1.6760999766877696,5,0.6966978528970602
128,0.15,1.1332021636587366,0.025907906343704053,0.011586367947844059,1.1010332490829242,1.165371078234549,5,0.8956982502514282
128,0.2,0.8531513380498309,0.013134472985445421,0.005873914888818113,0.8368427358084234,0.8694599402912384,5,0.9081114624707107
128,0.25,0.6783503014271655,0.02239486150949299,0.010015286536383975,0.6505434081460687,0.7061571947082622,5,0.8164856547541198
128,0.3,0.44930995591100176,0.08523076276893779,0.03811635586510062,0.3434819862413657,0.5551379255806378,5,0.006907401966961198
128,0.35,0.3141889665172687,0.08930526510152027,0.03993852870312779,0.20330183399066773,0.42507609904386967,5,0.1284620423588842
128,0.4,0.2786222508458936,0.07020799347750145,0.03139796919591102,0.19144751295875517,0.365796988733032,5,0.05930172453306921
128,0.45,0.3530774948735475,0.030221794168192782,0.013515597232417154,0.315552181093778,0.39060280865331704,5,0.8445582493723405
128,0.5,0.357562592273622,0.009276518469686258,0.004148585178550159,0.3460442732611403,0.36908091128610376,5,0.7204745245952021
128,0.55,0.26268000950729825,0.0166089074574445,0.00742772922136982,0.24205732706789135,0.28330269194670515,5,0.19287094925238255
128,0.6,0.2839601168811196,0.020677819652461547,0.00924740207387702,0.2582852126573078,0.3096350211049314,5,0.1390051206615541
128,0.65,0.2753520135339769,0.004700908070577489,0.002102310000357729,0.2695150652238753,0.28118896184407854,5,0.48678673649316023
128,0.7,0.16870210475437208,0.04419305417724765,0.019763734654731357,0.1138291804118151,0.22357502909692906,5,0.38319284468487735
128,0.75,0.17468329642388453,0.03435122976051709,0.015362336971046006,0.13203061113622466,0.2173359817115444,5,0.022574227668640562
128,0.8,0.19750110538659693,0.03181429206852173,0.014227783944249396,0.15799844429677387,0.23700376647642,5,0.18587766381333606
128,0.85,0.0992725710150172,0.028245401033678442,0.012631727352609564,0.06420127343667123,0.13434386859336317,5,0.1667895303004686
128,0.9,0.0764002904989747,0.01241344017939647,0.005551459215151538,0.060986968734362004,0.0918136122635874,5,0.8927965069577506
