speed_percentage,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
50,0.05,1.0832796717171715,0.0473810036251254,0.00947620072502508,1.063721754671094,1.102837588763249,25,0.004819319538586574
75,0.05,1.2200751262626262,0.0627429067683905,0.0125485813536781,1.1941761272562976,1.2459741252689547,25,0.6229556233912368
100,0.05,1.7624911616161618,0.0024573196295127778,0.0004914639259025555,1.7614768299263994,1.7635054933059242,25,5.089842099652321e-06
50,0.1,0.995202395964691,0.018614345769077664,0.0037228691538155325,0.9875187716730017,1.00288602025638,25,0.0006678282918258176
75,0.1,1.043497162673392,0.17210423096757507,0.034420846193515015,0.9724560277245771,1.114538297622207,25,2.2184506672560976e-08
100,0.1,1.7371610970996219,0.012722832023575097,0.002544566404715019,1.7319093701569634,1.7424128240422803,25,0.12344594663051521
50,0.15,0.971044537815126,0.00179757855326769,0.000359515710653538,0.9703025338570255,0.9717865417732265,25,0.00036243760791521395
75,0.15,0.9291892857142856,0.25323410489551856,0.05064682097910371,0.8246593847444816,1.0337191866840896,25,3.812128122481354e-09
100,0.15,1.2590556722689077,0.3208649671791087,0.06417299343582174,1.1266091234213507,1.3915022211164647,25,1.3785103425871447e-08
50,0.2,0.8644213925645873,0.21779322015804306,0.04355864403160861,0.7745207698012833,0.9543220153278913,25,1.6943929801431352e-07
75,0.2,0.8470439508506615,0.14444454976041804,0.028888909952083607,0.7874201711535548,0.9066677305477683,25,0.0005225818948036007
100,0.2,0.9126865154379332,0.17845084884755422,0.035690169769510845,0.8390256253863799,0.9863474054894865,25,0.002794945802494596
50,0.25,0.29622794858870966,0.18651073077295954,0.03730214615459191,0.2192401027946092,0.3732157943828101,25,0.017225584952251537
75,0.25,0.4583268649193548,0.10799839267585101,0.021599678535170204,0.4137473194589894,0.5029064103797203,25,7.274068325740596e-08
100,0.25,0.2872048891129032,0.16875497917877944,0.03375099583575589,0.21754625735397332,0.3568635208718331,25,0.01624259573530947
50,0.3,0.028393487394957978,0.01932480514216249,0.003864961028432498,0.020416599887627788,0.03637037490228817,25,3.9653932562523414e-05
75,0.3,0.020632142857142856,0.0061285806025322956,0.0012257161205064592,0.018102389119065296,0.023161896595220416,25,0.1618643241076971
100,0.3,0.027870693277310923,0.022245717053347106,0.004449143410669421,0.018688112591553514,0.03705327396306833,25,0.0015718617258856254
50,0.35,0.003117392870003601,0.0015835708210676842,0.0003167141642135368,0.0024637269620360613,0.0037710587779711405,25,0.01641795904884106
75,0.35,0.003598937702556716,0.0042236292925970234,0.0008447258585194047,0.0018555092181885213,0.005342366186924911,25,1.8048993776928783e-09
100,0.35,0.0033517284839755133,0.0008019561167244063,0.00016039122334488126,0.003020697268816254,0.0036827596991347725,25,0.002500991243955502
50,0.4,0.0019033553875236295,0.0014759563999530638,0.00029519127999061277,0.0012941105293458694,0.0025126002457013896,25,5.656143562634035e-06
75,0.4,0.0027288909892879644,0.005228524887495618,0.0010457049774991235,0.0005706619903402613,0.0048871199882356674,25,1.0563790114895196e-09
100,0.4,0.003367123503465658,0.005210089009762809,0.0010420178019525618,0.0012165044608249739,0.005517742546106342,25,2.5841770212072807e-08
50,0.45,0.0015865303836460375,0.0012627365190858865,0.0002525473038171773,0.0010652983665547305,0.0021077624007373444,25,3.8261777367692495e-06
75,0.45,0.0014579249509941192,0.001461843475188238,0.0002923686950376476,0.0008545056218408568,0.0020613442801473815,25,1.1784675422479804e-06
100,0.45,0.0021909829179501536,0.002889221661815548,0.0005778443323631096,0.0009983708315410276,0.0033835950043592795,25,8.89704837586149e-08
50,0.5,0.0009943296370967742,0.0007664469926450468,0.00015328939852900936,0.0006779558679599273,0.001310703406233621,25,2.819154953718732e-07
75,0.5,0.0009414692540322582,0.00046274724653931544,9.254944930786309e-05,0.0007504565787262941,0.0011324819293382223,25,0.34309653677008883
100,0.5,0.0012338079637096773,0.0011596571801061196,0.00023193143602122393,0.0007551250065091519,0.0017124909209102028,25,2.4419655729786393e-07
50,0.55,0.0009017529789184233,0.0007236666109386035,0.0001447333221877207,0.0006030380834355416,0.001200467874401305,25,0.00010173615121274965
75,0.55,0.000990089367552704,0.0005974354392962999,0.00011948708785925998,0.0007434801387868563,0.0012366985963185517,25,2.6252323038132906e-07
100,0.55,0.0009234647112740603,0.0002744656523213062,5.489313046426124e-05,0.0008101708582656123,0.0010367585642825083,25,0.0012399500067515042
50,0.6,0.0007490023104389835,0.0004451169312054356,8.902338624108712e-05,0.000565267071624748,0.000932737549253219,25,0.3575380665246172
75,0.6,0.000854389834068473,0.0004892050859841429,9.784101719682858e-05,0.0006524558994077161,0.00105632376872923,25,0.5783340984967271
100,0.6,0.0008598508716656165,0.00031841683699128907,6.368336739825782e-05,0.0007284148612927234,0.0009912868820385096,25,0.08883311499103984
50,0.65,0.0009688832880961613,0.0004925306641759803,9.850613283519606e-05,0.0007655766222260614,0.0011721899539662612,25,0.16172581846060852
75,0.65,0.000841556804963164,0.00024442153363997713,4.888430672799543e-05,0.0007406645546210712,0.0009424490553052567,25,0.06606573755892858
100,0.65,0.0008185343156262116,0.0005508822420049537,0.00011017644840099073,0.000591141302246123,0.0010459273290063002,25,0.11722069052436912
50,0.7,0.0008246174617461744,0.0005581687326159005,0.0001116337465231801,0.0005942167328678359,0.001055018190624513,25,0.17453893932706774
75,0.7,0.0007177317731773175,0.00036276808760359535,7.255361752071907e-05,0.0005679884663353958,0.0008674750800192392,25,0.14855476910388318
100,0.7,0.0007993699369936994,0.0002115358937672187,4.230717875344374e-05,0.0007120522116179273,0.0008866876623694715,25,0.7775672442997693
50,0.75,0.000740255376344086,0.00035687669548911384,7.137533909782277e-05,0.0005929439166443773,0.0008875668360437946,25,0.12946088224498184
75,0.75,0.0008287550403225806,0.0003156938582410731,6.313877164821461e-05,0.0006984430203348704,0.0009590670603102908,25,0.015329517080453974
100,0.75,0.0008123739919354839,0.0005541825117719403,0.00011083650235438806,0.0005836186941503815,0.001041129289720586,25,7.8937348005566e-05
50,0.8,0.0007264098928796471,0.0004121354741601856,8.242709483203712e-05,0.0005562887304166291,0.000896531055342665,25,0.022345094095666318
75,0.8,0.0006967155009451796,0.0003882966710360419,7.765933420720837e-05,0.0005364345127779325,0.0008569964891124267,25,0.018428313446283887
100,0.8,0.000728851606805293,0.0005181729298914807,0.00010363458597829614,0.0005149603338697721,0.0009427428797408138,25,0.025904759776503177
50,0.85,0.0006707190511489994,0.0003843303199106924,7.686606398213848e-05,0.0005120752922582563,0.0008293628100397425,25,0.010618013727633848
75,0.85,0.0007919199406968125,0.0004014480201473841,8.028960402947682e-05,0.0006262103424266919,0.0009576295389669331,25,0.20798885457956764
100,0.85,0.0008550407709414381,0.00022056864908444177,4.4113729816888356e-05,0.0007639945074243151,0.0009460870344585612,25,0.10630703783132704
50,0.9,0.0006496779613553627,0.00013926547756099318,2.7853095512198637e-05,0.0005921919975908481,0.0007071639251198773,25,0.5913948973975622
75,0.9,0.0007146807616914029,0.00022497472029158147,4.499494405831629e-05,0.0006218157613689106,0.0008075457620138951,25,0.06726352043091527
100,0.9,0.0005926561187342481,0.00024005438491576489,4.801087698315298e-05,0.0004935665387862188,0.0006917456986822774,25,0.5040037374957895
50,0.95,0.00044677676084361323,0.0002392298234667029,4.784596469334058e-05,0.00034802754313332254,0.000545525978553904,25,0.9297290828570899
75,0.95,0.00028674227351107575,0.0002211749515258016,4.423499030516032e-05,0.0001954457406466259,0.0003780388063755256,25,0.01343390683671803
100,0.95,0.00034109298315426447,0.00019689021763458556,3.937804352691711e-05,0.00025982069575933466,0.0004223652705491943,25,0.25131355519163945
