max_speed,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
1,0.05,1.9171253846153846,0.034823693180870786,0.0069647386361741575,1.9027508705620697,1.9314998986686995,25,1.9522624842632458e-07
1,0.1,1.757742386957859,0.16386493270881908,0.03277298654176382,1.6901022671740582,1.8253825067416598,25,1.8313125890600864e-05
1,0.15,0.82357403609516,0.30847736374675316,0.06169547274935063,0.6962408386288145,0.9509072335615055,25,0.05774053973374258
1,0.2,0.42312899876960935,0.31084255788165904,0.06216851157633181,0.2948194971486632,0.5514385003905555,25,0.00043854053911679966
1,0.25,0.20544343626968506,0.06914199964862644,0.013828399929725288,0.176903021545108,0.2339838509942621,25,0.22918003132668469
1,0.3,0.12146513893161077,0.07735633176302203,0.015471266352604407,0.08953401455990653,0.15339626330331502,25,0.00031031114171818034
1,0.35,0.09764078565779068,0.07173264969988026,0.014346529939976052,0.06803100315032076,0.1272505681652606,25,0.0012406077878326595
1,0.4,0.058764014918486616,0.03381265295004763,0.006762530590009526,0.044806837760800466,0.07272119207617277,25,0.014365980030411521
1,0.45,0.04650753588516747,0.030208376186992347,0.00604167523739847,0.03403813105287713,0.05897694071745781,25,0.2039773502795505
1,0.5,0.044511272760826774,0.03282468301391522,0.0065649366027830435,0.030961909549163703,0.058060635972489845,25,0.05545031143949625
1,0.55,0.03550076897265254,0.026274524471723754,0.0052549048943447505,0.02465517831972236,0.046346359625582714,25,0.06586427358053751
1,0.6,0.022602975854821346,0.0178857638451161,0.00357715276902322,0.01522009540011063,0.029985856309532065,25,0.013099107076815004
1,0.65,0.020471098334279764,0.013110869962284425,0.002622173992456885,0.015059197202909594,0.025882999465649932,25,0.010188109244786858
1,0.7,0.020222163634765797,0.012331133008822307,0.0024662266017644614,0.015132122098735363,0.02531220517079623,25,0.010548321839046564
1,0.75,0.01799624753937008,0.011096597872435984,0.002219319574487197,0.013415797061793043,0.022576698016947117,25,0.001032860266570719
1,0.8,0.016738206005613442,0.010465850347264312,0.0020931700694528624,0.012418115310026855,0.02105829670120003,25,0.00041761416879760086
1,0.85,0.01359568481997467,0.006048067356874572,0.0012096134713749144,0.011099165316278107,0.016092204323671234,25,0.0009149364882563164
1,0.9,0.011058245044429255,0.002949882149762359,0.0005899764299524717,0.009840593539255914,0.012275896549602596,25,0.08083746573067285
1,0.95,0.008422772453538821,0.0018358012123682163,0.00036716024247364327,0.007664990957210473,0.009180553949867169,25,0.0888573961367583
3,0.05,1.9186909230769231,0.02994104232706615,0.00598820846541323,1.906331868238428,1.9310499779154182,25,6.162510544676979e-06
3,0.1,1.5467688403568132,0.2582280700031758,0.051645614000635165,1.4401775319065062,1.6533601488071201,25,0.019311055664713028
3,0.15,0.8402880947497948,0.33967530594101436,0.06793506118820287,0.7000770196793513,0.9804991698202383,25,0.06243269923409781
3,0.2,0.32676395724392493,0.27028750786156913,0.05405750157231383,0.21519475750362194,0.4383331569842279,25,7.071346918454712e-07
3,0.25,0.1907360974409449,0.08576613637611379,0.017153227275222758,0.15533357634033412,0.2261386185415557,25,0.004462152113091982
3,0.3,0.18491899928227215,0.10173150904355248,0.020346301808710495,0.14292629624482495,0.22691170231971936,25,0.009101429479819746
3,0.35,0.1145569250373495,0.05761494049924711,0.011522988099849422,0.09077464647241348,0.13833920360228552,25,0.032278561721932726
3,0.4,0.043043928791141176,0.02526509378829386,0.005053018757658772,0.032615010645329824,0.05347284693695253,25,0.06340365272279846
3,0.45,0.040150341763499665,0.030745523211282037,0.006149104642256408,0.02745921353704648,0.05284146998995285,25,0.01680298874825665
3,0.5,0.026086398868110233,0.017495900443217176,0.003499180088643435,0.018864446116281637,0.03330835161993883,25,0.03177216971830143
3,0.55,0.027396873776634415,0.022812971010677932,0.004562594202135587,0.01798014216555443,0.0368136053877144,25,0.0069335939450816935
3,0.6,0.025976431537396833,0.020838356040480642,0.004167671208096128,0.017374780925668715,0.03457808214912495,25,0.0027640675025398208
3,0.65,0.026379424569373464,0.024939294990730682,0.0049878589981461365,0.016084989557496272,0.036673859581250655,25,6.603741813365108e-05
3,0.7,0.013685945601546708,0.008722130061105778,0.0017444260122211556,0.01008562726405696,0.017286263939036456,25,0.006823317409923663
3,0.75,0.031787760416666665,0.014469031419608688,0.0028938062839217378,0.02581523778965046,0.03776028304368287,25,0.8122602257940934
3,0.8,0.01789835249336768,0.00821990804024599,0.001643981608049198,0.014505341217172018,0.02129136376956334,25,0.006581773273688895
3,0.85,0.012765044327845126,0.004367927589337934,0.0008735855178675868,0.010962052434059143,0.014568036221631109,25,0.011592034286768802
3,0.9,0.010641114149008885,0.0033747397974127923,0.0006749479594825585,0.009248090026259065,0.012034138271758706,25,0.00015550912683405242
3,0.95,0.008468116622417924,0.001346572752230716,0.0002693145504461432,0.007912278709126632,0.009023954535709216,25,0.9178236510017344
5,0.05,1.9207663076923078,0.03483867369055203,0.006967734738110407,1.9063856099885161,1.9351470053960995,25,5.272783114948953e-07
5,0.1,1.6117986004306368,0.2404878259981425,0.0480975651996285,1.5125301047973136,1.71106709606396,25,0.014230657025180822
5,0.15,0.8535043068088598,0.3720567036939264,0.07441134073878528,0.6999268476892683,1.0070817659284512,25,0.008322423847058157
5,0.2,0.5655053445093817,0.2170325338900502,0.04340650677801004,0.47591871760494986,0.6550919714138136,25,0.1789967760671225
5,0.25,0.27701291830708663,0.19464222997465372,0.03892844599493074,0.196668554611735,0.35735728200243827,25,0.004238299631144044
5,0.3,0.08226725110222494,0.04992496053087623,0.009984992106175246,0.06165924025642271,0.10287526194802717,25,0.00046373511998725543
5,0.35,0.08998402759469198,0.05829383091929809,0.011658766183859618,0.0659215168374667,0.11404653835191726,25,0.01710626955308974
5,0.4,0.05931592202399262,0.045268067206653474,0.009053613441330694,0.04063018226489408,0.07800166178309116,25,0.0001768938583783659
5,0.45,0.09719125085440875,0.0720578647947443,0.014411572958948859,0.06744722615363691,0.12693527555518058,25,0.11000152635303018
5,0.5,0.048414323941929134,0.027239537891181838,0.005447907578236368,0.0371703953273247,0.05965825255653357,25,0.06590358983183088
