max_speed,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
1,0.1,1.7349129886506938,0.012244713056436585,0.002448942611287317,1.7298586195177483,1.7399673577836392,25,0.07386035202134839
1,0.2,0.8509062696912413,0.3916687943732479,0.07833375887464958,0.6892333374229358,1.0125792019595468,25,3.801169552127337e-07
1,0.3,0.03258098739495798,0.02048542182951926,0.0040970843659038515,0.02412502086530037,0.04103695392461559,25,0.00566171229476347
1,0.4,0.00516028670447385,0.0066131461229591345,0.001322629224591827,0.0024305141502715937,0.007890059258676106,25,1.8394358194849026e-06
1,0.5,0.0011239289314516128,0.0007687397081003705,0.0001537479416200741,0.000806608775888673,0.0014412490870145526,25,2.7599434474528825e-06
1,0.6,0.0008592732619197648,0.0004343742967028857,8.687485934057714e-05,0.0006799723646851109,0.0010385741591544186,25,0.34823527740505406
1,0.7,0.0007437893789378938,0.0003309400911869511,6.618801823739022e-05,0.0006071840233007349,0.0008803947345750526,25,0.0025695985261720584
1,0.8,0.0008299858223062382,0.0003688956901347518,7.377913802695036e-05,0.0006777131654542601,0.0009822584791582163,25,0.07120823357145872
1,0.9,0.0006545085410249229,0.0002808298567413427,5.6165971348268545e-05,0.0005385876735467908,0.000770429408503055,25,0.027087480547985546
3,0.1,1.7340857503152582,0.011902204470336502,0.0023804408940673004,1.7291727617779522,1.7389987388525643,25,0.8258197579333519
3,0.2,0.9503204158790172,0.1876882929656473,0.03753765859312946,0.8728464963017736,1.0277943354562609,25,0.0002660821152596675
3,0.3,0.03622237394957983,0.0278022969656704,0.005560459393134079,0.024746149806099384,0.04769859809306027,25,0.0005529188415306013
3,0.4,0.0028432577189666038,0.00356619778714017,0.000713239557428034,0.0013712036222946781,0.004315311815638529,25,5.1492372920059885e-06
3,0.5,0.0010679813508064516,0.0008538433286655086,0.00017076866573310172,0.0007155321472287666,0.0014204305543841366,25,0.0012668719091212782
3,0.6,0.0009746376811594203,0.0007494152413219968,0.00014988304826439936,0.0006652942734341032,0.0012839810888847373,25,0.0007546553902665097
3,0.7,0.0008234023402340233,0.00035493580066467574,7.098716013293515e-05,0.0006768920425416005,0.0009699126379264462,25,0.0329623286649296
3,0.8,0.0007033317580340265,0.0004368962859433222,8.737925718866444e-05,0.000522989834806217,0.000883673681261836,25,0.43840391284568403
3,0.9,0.0006453024362923549,0.00026709716495537905,5.341943299107581e-05,0.0005350501453790891,0.0007555547272056208,25,0.06807130136235295
5,0.1,1.734930958385876,0.008779350669671886,0.0017558701339343771,1.7313070205420433,1.7385548962297088,25,0.08009877579347789
5,0.2,1.0529963768115942,0.0680343866414908,0.01360687732829816,1.0249131622654708,1.0810795913577176,25,1.480771916237324e-07
5,0.3,0.026488340336134453,0.013671691512138776,0.002734338302427755,0.020844943446749406,0.0321317372255195,25,0.011672668039002125
5,0.4,0.003252441713925646,0.0032939315964762997,0.0006587863192952599,0.001892773577111941,0.004612109850739351,25,1.9660629399019887e-05
5,0.5,0.0008576738911290321,0.0005562866273094956,0.00011125732546189913,0.0006280500571376379,0.0010872977251204263,25,0.003252304256029613
5,0.6,0.0008948225162780928,0.0004893404260907092,9.786808521814183e-05,0.0006928327159670813,0.0010968123165891043,25,0.11209066440455095
5,0.7,0.0008998199819981998,0.00030336186737414954,6.067237347482991e-05,0.0007745983576529403,0.0010250416063434594,25,0.0014586633711148752
5,0.8,0.0006952583490863264,0.00030263176622902563,6.052635324580513e-05,0.0005703380956817197,0.0008201786024909331,25,0.1461378420598017
5,0.9,0.0006610543265191822,0.00032060787195728756,6.412157439145751e-05,0.0005287139013633289,0.0007933947516750356,25,0.5107223796154836
