max_speed,density,velocity,std,std_error,ci_lower,ci_upper,n_samples,normality_p_value
1,0.05,1.8777396091811416,0.0018392747032796972,0.000581629730509421,1.8764238713201409,1.8790553470421423,10,1.0063265984455105e-06
1,0.1,1.3485538151364764,0.325361598927424,0.1028883715764857,1.1158041484003351,1.5813034818726177,10,0.45005771691124324
1,0.15,1.1321204526663913,0.43683300751267673,0.13813872608815034,0.8196289439785416,1.444611961354241,10,0.0012724142044419089
1,0.2,0.7204554263565891,0.43614018841976004,0.13791963745414348,0.40845953059145795,1.0324513221217202,10,0.0010054197638903618
1,0.25,0.1629896763392857,0.10282131467017668,0.032514954637064296,0.08943573880717462,0.2365436138713968,10,0.582310285839398
1,0.3,0.10300563249276562,0.08315468391048932,0.02629581992685033,0.0435203550921196,0.16249090989341164,10,0.10539637786935639
1,0.35,0.058446801913536496,0.02207096828444971,0.006979452994420013,0.042658182329405776,0.07423542149766721,10,0.6450604576343815
1,0.4,0.041621647806541616,0.024194165273368394,0.007650866835039446,0.024314184593614264,0.05892911101946897,10,0.7892569697962313
1,0.45,0.04301105828854899,0.02380899024974625,0.007529063797793932,0.02597913268878396,0.060042983888314014,10,0.6369229824171951
1,0.5,0.023146236359126982,0.010606658501123812,0.003354119922713886,0.01555868995088813,0.030733782767365835,10,0.4392550542998305
1,0.55,0.03034484216459978,0.014162657484951284,0.0044786255373277925,0.020213487325592423,0.040476197003607134,10,0.34449809939760195
1,0.6,0.01750116267052501,0.008255882368643599,0.0026107392379339654,0.01159526020308844,0.023407065137961584,10,0.6939907635725815
1,0.65,0.008139606982733949,0.00790704947578151,0.0025004285915109963,0.0024832445342421626,0.013795969431225734,10,0.12760236230370212
1,0.7,0.009607804057046681,0.00551238894662712,0.0017431704420078043,0.005664478555583181,0.013551129558510181,10,0.4628951255303887
1,0.75,0.007213903356481481,0.005084804956571641,0.0016079565120479947,0.003576453015194217,0.010851353697768747,10,0.3790853821640982
1,0.8,0.005303392884824058,0.0034573293505371764,0.0010933035369048165,0.002830168457641107,0.00777661731200701,10,0.888041893817235
1,0.85,0.003363364458710242,0.0029353076842277737,0.0009282257915554068,0.0012635718355972626,0.0054631570818232215,10,0.17907939641832066
1,0.9,0.004007104719255942,0.002538732341886216,0.0008028176569893733,0.002191005006031686,0.005823204432480198,10,0.0989525329713478
1,0.95,0.0024340366164088507,0.0007989929962528326,0.000252663770268133,0.0018624714587030713,0.00300560177411463,10,0.5889021267117602
3,0.05,1.8789570409429281,0.0033736193363196492,0.00106683210611557,1.8765436990525162,1.8813703828333401,10,0.1887965267611103
3,0.1,1.5719556451612904,0.5564008187138821,0.17594938791183057,1.1739304769967485,1.9699808133258323,10,7.1949029617307925e-06
3,0.15,1.138828544853245,0.46827053262525364,0.14808014442359876,0.8038479854689315,1.4738091042375583,10,0.0011371833332532914
3,0.2,0.5260151162790697,0.4340288699870159,0.13725197994280663,0.21552956673554258,0.8365006658225969,10,0.039700919888522285
3,0.25,0.24997736855158728,0.15524384513273407,0.04909241433418845,0.13892261182370164,0.3610321252794729,10,0.10382445874196906
3,0.3,0.10382337742868955,0.048199086940396936,0.01524188958721307,0.0693438277235442,0.1383029271338349,10,0.8774014056516137
3,0.35,0.07867635985116939,0.04770004709853294,0.015084079332867022,0.04455380174326477,0.112798917959074,10,0.21088495668536977
3,0.4,0.05361436211440086,0.015873030179305005,0.00501949287351947,0.04225948035667369,0.06496924387212803,10,0.00011053098898987577
3,0.45,0.041172747002893764,0.012374159934328147,0.003913052952367652,0.0323208062380679,0.05002468776771963,10,0.027399404541430045
3,0.5,0.01679966517857143,0.013585387480689336,0.0042960767334915065,0.00708126442373278,0.02651806593341008,10,0.06965378127737058
3,0.55,0.01786640360766629,0.00978508785481156,0.0030943164726055525,0.010866573435024209,0.024866233780308368,10,0.009314833682015404
3,0.6,0.0113349395411327,0.011964249658798484,0.00378342794166956,0.0027762309227425657,0.019893648159522832,10,0.04872189406783862
3,0.65,0.014331954116188114,0.007037131000845794,0.0022253362155653,0.009297893856388437,0.01936601437598779,10,0.49885781830802944
3,0.7,0.00806553946319426,0.006337254679859761,0.0020040158900918037,0.0035321405629496544,0.012598938363438866,10,0.019100942239735776
3,0.75,0.008101593501984127,0.004855731155697318,0.0015355170157445215,0.004628012686133307,0.011575174317834946,10,0.006412161995795898
3,0.8,0.007803731979538056,0.0039111325991544954,0.001236808724426255,0.005005876264496762,0.01060158769457935,10,0.1679426488798849
3,0.85,0.004766194922672893,0.003482255178239785,0.0011011857757153329,0.002275139632505405,0.0072572502128403805,10,0.21308719382551713
3,0.9,0.003313167413021012,0.0016487371110633412,0.0005213764533806155,0.0021337319344625866,0.004492602891579437,10,0.963370670302168
3,0.95,0.002565392272044906,0.0011668916064198173,0.0003690035258819381,0.0017306483028526618,0.00340013624123715,10,0.118906033324424
5,0.05,1.877130893300248,0.003665745586519359,0.0011592105376111,1.874508576879335,1.879753209721161,10,0.028992909504557185
5,0.1,1.545155086848635,0.38815535661624084,0.1227455012902229,1.2674854718968402,1.8228247018004298,10,0.002146374139798986
5,0.15,1.136826942951633,0.4023957915105732,0.12724872220396583,0.8489703345539001,1.4246835513493656,10,0.0002938972084802407
5,0.2,0.8496631782945736,0.40936187907051425,0.12945159251092367,0.5568233310531177,1.1425030255360296,10,5.7982956230035205e-05
5,0.25,0.36324606274801585,0.04582470052915561,0.014491042676725489,0.33046504675963684,0.39602707873639487,10,0.10294197859261324
5,0.3,0.11260735324514262,0.05555829910187029,0.017569076808679734,0.07286334029765393,0.15235136619263132,10,0.8751772587755022
5,0.35,0.03146394401133947,0.031428336555423333,0.009938512658546844,0.008981466412691597,0.05394642160998735,10,0.10042501558479665
5,0.4,0.039707700356533863,0.021534140263722752,0.0068096930686902864,0.024303104404358223,0.05511229630870951,10,0.9840439551029526
5,0.45,0.035407279178724,0.016093116419401386,0.0050890902535561935,0.023894957209230877,0.046919601148217124,10,0.5012592753929997
5,0.5,0.02530467199900794,0.01002900639652792,0.003171450288142602,0.01813035301305046,0.03247899098496542,10,0.3063829111061912
5,0.55,0.025726395152198423,0.01431566593486936,0.0045270110576270855,0.015485584661867603,0.03596720564252924,10,0.9992547122388864
5,0.6,0.01687512918561389,0.007678797919785797,0.0024282491118686046,0.011382048064006223,0.02236821030722156,10,0.4731525506844246
5,0.65,0.01191894018887723,0.007300183645186096,0.0023085207656298556,0.006696703403310223,0.017141176974444235,10,0.3471043336029186
5,0.7,0.011332879351581183,0.005730474307811569,0.001812135088576138,0.007233544980899426,0.01543221372226294,10,0.12374950579092246
5,0.75,0.00977477058531746,0.005347389061533074,0.0016909928969514793,0.005949478891143268,0.013600062279491652,10,0.06793017153231097
5,0.8,0.005664722523639745,0.004829590832771763,0.0015272507198228144,0.002209841368318487,0.009119603678961002,10,0.12303250691490995
5,0.85,0.0037631310183834253,0.0032341360723834728,0.001022723625164296,0.0014495694440979025,0.0060766925926689485,10,0.01990397243108835
5,0.9,0.004908672063382708,0.002890557085555384,0.0009140744097093209,0.0028408920900771357,0.00697645203668828,10,0.014527374899506727
5,0.95,0.00237819006592259,0.0010872515954714406,0.0003438191431341764,0.0016004171285552541,0.003155963003289926,10,0.49201037578209766
